found_taxa,common_name,rank,motu,motu_swarm,asv,curated,lulu_rank,found_taxa_asv,common_name_asv,rank_asv,identity_percentage,evalue,kingdom,phylum,class,order,family,genus,freshwater_only
Bacteria,Bacteria,outgroup,motu842,motu842,ASV1330,parent,853,Bacteria,Bacteria,outgroup,92.829,7.319999999999999e-101,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu845,motu845,ASV1334,parent,856,Bacteria,Bacteria,outgroup,92.578,5.73e-102,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu846,motu846,ASV1335,parent,858,Bacteria,Bacteria,outgroup,93.249,2.2799999999999996e-96,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu847,motu847,ASV1336,parent,861,Bacteria,Bacteria,outgroup,91.304,2.65e-95,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu851,motu851,ASV1340,parent,863,Bacteria,Bacteria,outgroup,91.44,5.77e-97,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu852,motu852,ASV1341,parent,864,Bacteria,Bacteria,outgroup,91.732,5.7e-97,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu857,motu857,ASV1346,parent,869,Bacteria,Bacteria,outgroup,100,4.599999999999999e-143,Bacteria,Verrucomicrobiota,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu860,motu860,ASV1352,parent,872,Bacteria,Bacteria,outgroup,93.061,3.4099999999999994e-99,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu862,motu862,ASV1354,parent,874,Bacteria,Bacteria,outgroup,94.466,1.21e-108,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu864,motu864,ASV1356,parent,876,Bacteria,Bacteria,outgroup,92.829,2.64e-100,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu869,motu869,ASV1361,parent,879,Bacteria,Bacteria,outgroup,95.686,1.1999999999999999e-113,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu870,motu870,ASV1362,parent,882,Bacteria,Bacteria,outgroup,92.549,2.63e-100,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu872,motu872,ASV1364,parent,734,Bacteria,Bacteria,outgroup,100,1.65e-142,Bacteria,Pseudomonadota,Gammaproteobacteria,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu872,motu872,ASV2086,parent,734,Bacteria,Bacteria,outgroup,99.632,7.7e-141,Bacteria,Pseudomonadota,Gammaproteobacteria,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu874,motu874,ASV1366,parent,885,Bacteria,Bacteria,outgroup,94.882,7.25e-111,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu879,motu879,ASV1372,parent,890,Bacteria,Bacteria,outgroup,93.281,1.22e-103,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu882,motu882,ASV1612,parent,704,Bacteria,Bacteria,outgroup,95.918,7.22e-111,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu887,motu887,ASV1380,parent,896,Bacteria,Bacteria,outgroup,92.969,1.23e-103,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu892,motu892,ASV1388,parent,902,Bacteria,Bacteria,outgroup,92.969,1.58e-102,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu896,motu896,ASV1392,parent,907,Bacteria,Bacteria,outgroup,93.75,5.689999999999999e-107,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu898,motu898,ASV1397,parent,757,Bacteria,Bacteria,outgroup,93.089,3.4499999999999994e-99,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu898,motu898,ASV2018,parent,757,Bacteria,Bacteria,outgroup,91.86,1.24e-98,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu899,motu899,ASV1398,parent,910,Bacteria,Bacteria,outgroup,92.032,1.59e-97,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu903,motu903,ASV1406,parent,912,Bacteria,Bacteria,outgroup,94.141,1.22e-108,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu907,motu907,ASV1410,parent,916,Bacteria,Bacteria,outgroup,90.98,1.23e-93,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu910,motu910,ASV1416,parent,920,Bacteria,Bacteria,outgroup,91.829,1.24e-98,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu913,motu913,ASV1419,parent,923,Bacteria,Bacteria,outgroup,91.829,1.24e-98,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu916,motu916,ASV1423,parent,927,Bacteria,Bacteria,outgroup,92.52,7.349999999999998e-101,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu919,motu919,ASV1427,parent,783,Bacteria,Bacteria,outgroup,91.373,2.65e-95,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu919,motu919,ASV1951,parent,783,Bacteria,Bacteria,outgroup,91.765,5.7e-97,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu928,motu928,ASV1441,parent,938,Bacteria,Bacteria,outgroup,94.922,5.649999999999999e-112,Bacteria,Cyanobacteriota,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu932,motu932,ASV1447,parent,943,Bacteria,Bacteria,outgroup,92.885,5.66e-102,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu933,motu933,ASV1448,parent,946,Bacteria,Bacteria,outgroup,92.578,5.73e-102,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu938,motu938,ASV1455,parent,949,Bacteria,Bacteria,outgroup,94.071,5.62e-107,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu940,motu940,ASV1457,parent,952,Bacteria,Bacteria,outgroup,90,1.2399999999999998e-88,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu945,motu945,ASV1463,parent,955,Bacteria,Bacteria,outgroup,92.126,1.2199999999999999e-98,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu949,motu949,ASV1469,parent,960,Bacteria,Bacteria,outgroup,87.747,2.71e-80,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu951,motu951,ASV1471,parent,807,Bacteria,Bacteria,outgroup,91.473,5.77e-97,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu951,motu951,ASV1949,parent,807,Bacteria,Bacteria,outgroup,91.86,1.24e-98,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu952,motu952,ASV1472,parent,961,Bacteria,Bacteria,outgroup,100,5.4199999999999993e-132,Bacteria,Planctomycetota,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu953,motu953,ASV1473,parent,963,Bacteria,Bacteria,outgroup,91.6,2.65e-95,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu963,motu963,ASV1487,parent,974,Bacteria,Bacteria,outgroup,93.701,2.6100000000000002e-105,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu964,motu964,ASV1488,parent,975,Bacteria,Bacteria,outgroup,100,5.4199999999999993e-132,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu965,motu965,ASV1489,parent,973,Bacteria,Bacteria,outgroup,95.312,1.21e-113,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu966,motu966,ASV1490,parent,977,Bacteria,Bacteria,outgroup,89.723,1.2399999999999998e-88,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu967,motu967,ASV1491,parent,976,Bacteria,Bacteria,outgroup,93.305,1.5800000000000002e-97,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu973,motu973,ASV1498,parent,983,Bacteria,Bacteria,outgroup,100,5.4199999999999993e-132,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu974,motu974,ASV1499,parent,985,Bacteria,Bacteria,outgroup,93.469,7.319999999999999e-101,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu976,motu976,ASV1502,parent,800,Bacteria,Bacteria,outgroup,94.071,5.62e-107,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu976,motu976,ASV1680,parent,800,Bacteria,Bacteria,outgroup,93.676,2.6100000000000002e-105,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu978,motu978,ASV1505,parent,987,Bacteria,Bacteria,outgroup,95.935,7.22e-111,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu981,motu981,ASV1508,parent,991,Bacteria,Bacteria,outgroup,86.275,1.27e-73,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu983,motu983,ASV1511,parent,992,Bacteria,Bacteria,outgroup,87.008,2.11e-76,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu985,motu985,ASV1513,parent,994,Bacteria,Bacteria,outgroup,92.49,2.63e-100,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu986,motu986,ASV1514,parent,995,Bacteria,Bacteria,outgroup,91.797,1.24e-98,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu993,motu993,ASV1525,parent,1002,Bacteria,Bacteria,outgroup,90.234,5.81e-92,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu996,motu996,ASV1528,parent,1005,Bacteria,Bacteria,outgroup,91.339,2.65e-95,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu999,motu999,ASV1532,parent,1007,Bacteria,Bacteria,outgroup,91.406,2.64e-95,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1003,motu1003,ASV1537,parent,1011,Bacteria,Bacteria,outgroup,94.466,1.21e-108,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1004,motu1004,ASV1539,parent,1013,Bacteria,Bacteria,outgroup,100,5.4199999999999993e-132,Bacteria,Pseudomonadota,Gammaproteobacteria,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1005,motu1005,ASV1540,parent,1014,Bacteria,Bacteria,outgroup,93.333,3.3999999999999995e-104,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1009,motu1009,ASV1545,parent,1017,Bacteria,Bacteria,outgroup,95.397,7.269999999999999e-106,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1011,motu1011,ASV1549,parent,1020,Bacteria,Bacteria,outgroup,94.466,4.34e-108,Bacteria,Cyanobacteriota,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1014,motu1014,ASV1552,parent,1022,Bacteria,Bacteria,outgroup,95.918,7.22e-111,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1017,motu1017,ASV1555,parent,1024,Bacteria,Bacteria,outgroup,94.862,2.5999999999999996e-110,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1022,motu1022,ASV1561,parent,1027,Bacteria,Bacteria,outgroup,93.359,2.65e-105,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1023,motu1023,ASV1565,parent,1029,Bacteria,Bacteria,outgroup,92.607,5.73e-102,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1024,motu1024,ASV1567,parent,1031,Bacteria,Bacteria,outgroup,94.186,1.22e-108,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1032,motu1032,ASV1578,parent,1038,Bacteria,Bacteria,outgroup,95.669,3.35e-114,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1038,motu1038,ASV1588,parent,1045,Bacteria,Bacteria,outgroup,94.163,1.22e-108,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1041,motu1041,ASV1592,parent,1047,Bacteria,Bacteria,outgroup,99.632,7.7e-141,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1042,motu1042,ASV1594,parent,1048,Bacteria,Bacteria,outgroup,95.918,7.22e-111,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1048,motu1048,ASV1602,parent,1054,Bacteria,Bacteria,outgroup,92.095,1.2199999999999999e-98,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1049,motu1049,ASV1604,parent,1055,Bacteria,Bacteria,outgroup,92.578,5.73e-102,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1057,motu1057,ASV1615,parent,1065,Bacteria,Bacteria,outgroup,94.048,7.299999999999999e-106,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1060,motu1060,ASV1618,parent,1064,Bacteria,Bacteria,outgroup,90.157,2.67e-90,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1061,motu1061,ASV1619,parent,1067,Bacteria,Bacteria,outgroup,87.059,5.86e-77,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1066,motu1066,ASV1626,parent,1072,Bacteria,Bacteria,outgroup,92.549,2.63e-100,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1067,motu1067,ASV1628,parent,1073,Bacteria,Bacteria,outgroup,95.652,1.1999999999999999e-113,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1075,motu1075,ASV1638,parent,1080,Bacteria,Bacteria,outgroup,100,5.4199999999999993e-132,Bacteria,Pseudomonadota,Alphaproteobacteria,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1078,motu1078,ASV1644,parent,1084,Bacteria,Bacteria,outgroup,95.397,7.269999999999999e-106,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1084,motu1084,ASV1656,parent,1089,Bacteria,Bacteria,outgroup,93.307,1.22e-103,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1085,motu1085,ASV1657,parent,926,Bacteria,Bacteria,outgroup,93.701,7.269999999999999e-106,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1085,motu1085,ASV1887,parent,926,Bacteria,Bacteria,outgroup,93.307,3.38e-104,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1086,motu1086,ASV1659,parent,1090,Bacteria,Bacteria,outgroup,94.488,1.21e-108,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1088,motu1088,ASV1663,parent,1091,Bacteria,Bacteria,outgroup,90.511,1.05e-99,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1089,motu1089,ASV1664,parent,1093,Bacteria,Bacteria,outgroup,95.918,7.22e-111,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1091,motu1091,ASV1666,parent,1095,Bacteria,Bacteria,outgroup,86.328,1.27e-73,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1093,motu1093,ASV1671,parent,905,Bacteria,Bacteria,outgroup,92.218,2.67e-100,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1093,motu1093,ASV1728,parent,905,Bacteria,Bacteria,outgroup,92.218,2.67e-100,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1097,motu1097,ASV1678,parent,1100,Bacteria,Bacteria,outgroup,100,5.4199999999999993e-132,Bacteria,Pseudomonadota,Gammaproteobacteria,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1100,motu1100,ASV1686,parent,1102,Bacteria,Bacteria,outgroup,92.095,1.2199999999999999e-98,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1101,motu1101,ASV1688,parent,1108,Bacteria,Bacteria,outgroup,100,1.28e-143,Bacteria,Cyanobacteriota,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1112,motu1112,ASV1703,parent,1115,Bacteria,Bacteria,outgroup,92.549,9.43e-100,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1122,motu1122,ASV1713,parent,1125,Bacteria,Bacteria,outgroup,97.619,1.98e-121,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1128,motu1128,ASV1724,parent,1129,Bacteria,Bacteria,outgroup,92.969,1.23e-103,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1129,motu1129,ASV1725,parent,1131,Bacteria,Bacteria,outgroup,91.016,2.6899999999999998e-95,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1138,motu1138,ASV1737,parent,1137,Bacteria,Bacteria,outgroup,93.75,5.689999999999999e-107,Bacteria,Cyanobacteriota,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1140,motu1140,ASV1739,parent,1142,Bacteria,Bacteria,outgroup,94.862,2.5999999999999996e-110,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1144,motu1144,ASV1744,parent,1146,Bacteria,Bacteria,outgroup,90.514,5.74e-92,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1155,motu1155,ASV1758,parent,1156,Bacteria,Bacteria,outgroup,99.605,2.5199999999999995e-130,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1160,motu1160,ASV1766,parent,1160,Bacteria,Bacteria,outgroup,86.42,2.12e-71,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1161,motu1161,ASV1767,parent,1161,Bacteria,Bacteria,outgroup,94.882,7.25e-111,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1166,motu1166,ASV1773,parent,1165,Bacteria,Bacteria,outgroup,100,5.4199999999999993e-132,Bacteria,Pseudomonadota,Gammaproteobacteria,Cellvibrionales,Porticoccaceae,NA,NA
Bacteria,Bacteria,outgroup,motu1168,motu1168,ASV1776,parent,1171,Bacteria,Bacteria,outgroup,94.466,1.21e-108,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1170,motu1170,ASV1778,parent,1169,Bacteria,Bacteria,outgroup,86.614,2.73e-75,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1174,motu1174,ASV1783,parent,1175,Bacteria,Bacteria,outgroup,96.094,5.61e-117,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1177,motu1177,ASV1786,parent,1180,Bacteria,Bacteria,outgroup,95.397,7.269999999999999e-106,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1178,motu1178,ASV1787,parent,1177,Bacteria,Bacteria,outgroup,93.333,1.22e-103,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1179,motu1179,ASV1788,parent,1181,Bacteria,Bacteria,outgroup,96.094,5.61e-117,Bacteria,Cyanobacteriota,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1182,motu1182,ASV1791,parent,1184,Bacteria,Bacteria,outgroup,94.694,7.269999999999999e-106,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1192,motu1192,ASV1801,parent,1035,Bacteria,Bacteria,outgroup,93.952,3.38e-104,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1192,motu1192,ASV1888,parent,1035,Bacteria,Bacteria,outgroup,94.355,7.269999999999999e-106,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1196,motu1196,ASV1806,parent,1197,Bacteria,Bacteria,outgroup,95.51,3.3599999999999996e-109,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1197,motu1197,ASV1808,parent,1198,Bacteria,Bacteria,outgroup,94.694,7.359999999999999e-106,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1198,motu1198,ASV1809,parent,1199,Bacteria,Bacteria,outgroup,87.352,1.26e-78,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1202,motu1202,ASV1814,parent,1202,Bacteria,Bacteria,outgroup,91.213,3.4499999999999995e-89,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1206,motu1206,ASV1818,parent,1206,Bacteria,Bacteria,outgroup,92.095,1.2199999999999999e-98,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1208,motu1208,ASV1820,parent,1209,Bacteria,Bacteria,outgroup,99.209,1.1699999999999998e-128,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Cycloclasticus,NA
Bacteria,Bacteria,outgroup,motu1211,motu1211,ASV1823,parent,1212,Bacteria,Bacteria,outgroup,92.607,5.73e-102,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1216,motu1216,ASV1828,parent,1217,Bacteria,Bacteria,outgroup,90.196,7.520000000000001e-91,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1220,motu1220,ASV1832,parent,1220,Bacteria,Bacteria,outgroup,91.903,3.43e-94,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1223,motu1223,ASV1836,parent,1224,Bacteria,Bacteria,outgroup,86.447,2.33e-81,Bacteria,Planctomycetota,Planctomycetia,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1224,motu1224,ASV1837,parent,1225,Bacteria,Bacteria,outgroup,93.952,3.38e-104,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1228,motu1228,ASV1842,parent,1228,Bacteria,Bacteria,outgroup,91.968,2.0499999999999997e-96,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1229,motu1229,ASV1843,parent,1229,Bacteria,Bacteria,outgroup,93.307,1.22e-103,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1231,motu1231,ASV1845,parent,1231,Bacteria,Bacteria,outgroup,92.829,7.319999999999999e-101,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1238,motu1238,ASV1853,parent,1239,Bacteria,Bacteria,outgroup,85.098,1.28e-68,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1239,motu1239,ASV1854,parent,1237,Bacteria,Bacteria,outgroup,89.583,1.62e-82,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1240,motu1240,ASV1855,parent,1240,Bacteria,Bacteria,outgroup,92.181,9.54e-95,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1241,motu1241,ASV1856,parent,1241,Bacteria,Bacteria,outgroup,89.706,8.209999999999999e-96,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1242,motu1242,ASV1857,parent,1242,Bacteria,Bacteria,outgroup,85.185,7.689999999999999e-66,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1244,motu1244,ASV1860,parent,1249,Bacteria,Bacteria,outgroup,86.1,1.2900000000000002e-73,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1246,motu1246,ASV1862,parent,1246,Bacteria,Bacteria,outgroup,95.257,5.579999999999999e-112,Bacteria,Acidobacteriota,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1249,motu1249,ASV1865,parent,1250,Bacteria,Bacteria,outgroup,90.837,5.74e-92,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1252,motu1252,ASV1868,parent,1252,Bacteria,Bacteria,outgroup,92.885,5.66e-102,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1253,motu1253,ASV1869,parent,1253,Bacteria,Bacteria,outgroup,91.304,2.65e-95,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1254,motu1254,ASV1870,parent,1256,Bacteria,Bacteria,outgroup,99.605,2.5199999999999995e-130,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1255,motu1255,ASV1871,parent,1257,Bacteria,Bacteria,outgroup,98.828,1.19e-128,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1259,motu1259,ASV1875,parent,1258,Bacteria,Bacteria,outgroup,94.531,2.6299999999999995e-110,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1264,motu1264,ASV1883,parent,1265,Bacteria,Bacteria,outgroup,92.188,2.67e-100,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1266,motu1266,ASV1885,parent,1267,Bacteria,Bacteria,outgroup,93.878,1.59e-102,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1267,motu1267,ASV1886,parent,1268,Bacteria,Bacteria,outgroup,90.945,1.23e-93,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1270,motu1270,ASV1891,parent,1271,Bacteria,Bacteria,outgroup,95.528,9.379999999999999e-110,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1271,motu1271,ASV1892,parent,1272,Bacteria,Bacteria,outgroup,89.712,9.67e-85,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1273,motu1273,ASV1894,parent,1275,Bacteria,Bacteria,outgroup,94.142,7.319999999999999e-101,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1280,motu1280,ASV1903,parent,1280,Bacteria,Bacteria,outgroup,95.257,5.579999999999999e-112,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1282,motu1282,ASV1905,parent,1283,Bacteria,Bacteria,outgroup,93.043,2.5199999999999998e-42,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1283,motu1283,ASV1906,parent,1284,Bacteria,Bacteria,outgroup,95.528,9.379999999999999e-110,Bacteria,NA,NA,NA,NA,NA,NA
