"","input_dada2","after_filter_and_trim","raw_f","raw_r","cutadapt_f","cutadapt_r","denoised_f","denoised_r","merged","nosingletons","nochimeras","percentraw_retainedby_cutadapt","percenttrimmed_into_dada2","percentinput_retainedby_dada2_filterandtrim","percent_retainedby_dada2_denoising","percent_retained_aftermerge","percent_notsingleton","percent_notchimera","percent_retained_of_raw"
"edna0119-Rep2_S271_L001_R1_001.fastq.gz",27847,18376,27851,27851,27847,27847,18368,18236,17207,17207,16681,99.9856378586047,99.9856378586047,65.989155025676,99.9564649542882,93.679224738676,100,96.9431045504736,59.8937201536749
"edna0119-Rep3_S427_L001_R1_001.fastq.gz",32541,20153,32542,32542,32541,32541,20137,20099,19323,19323,18962,99.9969270481224,99.9969270481224,61.9311023017117,99.9206073537439,95.9576898247008,100,98.1317600786627,58.2693135025505
"edna0120-Rep1_S116_L001_R1_001.fastq.gz",32530,18764,32614,32614,32530,32530,18753,18677,17841,17841,14122,99.7424418961182,99.7424418961182,57.6821395634799,99.9413771050949,95.1367781155015,100,79.154755899333,43.3004231311707
"edna0120-Rep2_S272_L001_R1_001.fastq.gz",31278,19230,31331,31331,31278,31278,19219,19194,18593,18593,14759,99.8308384666943,99.8308384666943,61.4809131018607,99.9427977119085,96.7428065976378,100,79.3793363093637,47.1066994350643
"edna0120-Rep3_S428_L001_R1_001.fastq.gz",23105,14119,23106,23106,23105,23105,14109,14070,13143,13143,12763,99.9956721197957,99.9956721197957,61.1079852845704,99.9291734542106,93.1533064001701,100,97.1087270790535,55.2367350471739
"edna0121-Rep1_S117_L001_R1_001.fastq.gz",36409,22636,36420,36420,36409,36409,22619,22581,21998,21998,20670,99.9697968149369,99.9697968149369,62.1714411271938,99.924898391942,97.2545205358327,100,93.9630875534139,56.7545304777595
"edna0121-Rep2_S273_L001_R1_001.fastq.gz",25753,15821,25754,25754,25753,25753,15742,15805,15123,15123,15123,99.996117108022,99.996117108022,61.4336193841494,99.5006636748625,96.067843984246,100,100,58.7209753824649
"edna0121-Rep3_S429_L001_R1_001.fastq.gz",49540,29190,49541,49541,49540,49540,29170,29123,28519,28519,27211,99.9979814698936,99.9979814698936,58.9220831651191,99.9314833847208,97.768255056565,100,95.4135839265051,54.9262227246119
"edna0122-Rep1_S118_L001_R1_001.fastq.gz",27020,15931,27047,27047,27020,27020,15918,15853,14859,14859,14859,99.9001737715828,99.9001737715828,58.960029607698,99.9183980917708,93.3471541650961,100,100,54.9377010389322
"edna0122-Rep2_S274_L001_R1_001.fastq.gz",22568,14078,22568,22568,22568,22568,13997,14054,13093,13093,12645,100,100,62.38036157391,99.4246341809916,93.5414731728227,100,96.578324295425,56.0306628855016
"edna0122-Rep3_S430_L001_R1_001.fastq.gz",36100,22095,36238,36238,36100,36100,22079,22064,21230,21230,21230,99.6191842816933,99.6191842816933,61.2049861495845,99.9275854265671,96.1547171520449,100,100,58.5849108670457
"edna0123-Rep1_S119_L001_R1_001.fastq.gz",27934,17570,27949,27949,27934,27934,17558,17527,16533,16517,16517,99.946330816845,99.946330816845,62.8982601847211,99.9317017643711,94.1622052625584,99.9032238553197,100,59.096926544778
"edna0123-Rep2_S275_L001_R1_001.fastq.gz",23987,15173,23992,23992,23987,23987,15166,15149,14149,14149,13841,99.9791597199066,99.9791597199066,63.2550965106099,99.9538654188361,93.2942107345378,100,97.8231677150329,57.6900633544515
"edna0123-Rep3_S431_L001_R1_001.fastq.gz",39169,23488,39194,39194,39169,39169,23466,23363,21616,21616,20904,99.9362147267439,99.9362147267439,59.9657892721285,99.9063351498638,92.1162533026506,100,96.7061435973353,53.3346940858295
"edna0124-Rep1_S120_L001_R1_001.fastq.gz",20883,13671,20905,20905,20883,20883,13616,13632,12975,12975,12604,99.8947620186558,99.8947620186558,65.4647320787243,99.5976885377807,95.292303172738,100,97.140655105973,60.2917962209998
"edna0124-Rep2_S276_L001_R1_001.fastq.gz",26497,16912,26550,26550,26497,26497,16903,16880,16220,16220,14858,99.8003766478343,99.8003766478343,63.8260935200211,99.9467833491012,95.9592971661835,100,91.6029593094945,55.9623352165725
"edna0124-Rep3_S432_L001_R1_001.fastq.gz",35942,22814,36030,36030,35942,35942,22798,22778,21993,21991,21409,99.7557590896475,99.7557590896475,63.4744866729731,99.9298676251424,96.4689885077638,99.9909061974265,97.3534627802283,59.4199278379129
"edna0125-Rep1_S121_L001_R1_001.fastq.gz",21572,13722,21815,21815,21572,21572,13718,13607,12032,12032,11547,98.886087554435,98.886087554435,63.6102354904506,99.97084973036,87.7095786557807,100,95.9690824468085,52.9314691725877
"edna0125-Rep2_S277_L001_R1_001.fastq.gz",26920,17473,27385,27385,26920,26920,17465,17407,16506,16506,15379,98.3019901405879,98.3019901405879,64.907132243685,99.9542150746867,94.5090180360721,100,93.1721798134012,56.1584809202118
"edna0125-Rep3_S433_L001_R1_001.fastq.gz",44538,27874,44737,44737,44538,44538,27851,27833,26008,26008,24068,99.5551780405481,99.5551780405481,62.5847590821321,99.917485829088,93.3826433521238,100,92.5407566902492,53.7988689451684
"edna0126-Rep1_S122_L001_R1_001.fastq.gz",27448,17351,27458,27458,27448,27448,17291,17320,16171,16171,15825,99.9635807414961,99.9635807414961,63.2140775284174,99.6541986052677,93.5226418367937,100,97.8603673242224,57.6334765824168
"edna0126-Rep2_S278_L001_R1_001.fastq.gz",31990,19984,31991,31991,31990,31990,19968,19878,19150,19150,18192,99.9968741208465,99.9968741208465,62.4695217255392,99.919935948759,95.9034455128205,100,94.9973890339426,56.8659935606889
"edna0126-Rep3_S434_L001_R1_001.fastq.gz",34914,22127,34974,34974,34914,34914,22070,22084,20128,20128,20128,99.8284439869617,99.8284439869617,63.3757232055909,99.7423961675781,91.2007249660172,100,100,57.5513238405673
"edna0127-Rep1_S123_L001_R1_001.fastq.gz",19708,9536,19736,19736,19708,19708,9527,9523,8519,8519,8519,99.8581272800973,99.8581272800973,48.3864420539882,99.9056208053691,89.4195444526084,100,100,43.1647750304013
"edna0127-Rep2_S279_L001_R1_001.fastq.gz",30842,17845,30846,30846,30842,30842,17842,17733,15512,15512,13792,99.9870323542761,99.9870323542761,57.8594124894624,99.9831885682264,86.9409259051676,100,88.9118102114492,44.7124424560721
"edna0127-Rep3_S435_L001_R1_001.fastq.gz",28818,18054,28828,28828,28818,28818,18047,18028,16934,16934,16287,99.9653115027057,99.9653115027057,62.6483447845097,99.9612274288246,93.8327699894719,100,96.1792842801464,56.4971555432219
"edna0128-Rep1_S124_L001_R1_001.fastq.gz",26488,16255,26493,26493,26488,26488,16241,16218,14942,14942,14700,99.9811270901748,99.9811270901748,61.3674116581093,99.9138726545678,92.0017240317714,100,98.3804042296881,55.4863548861964
"edna0128-Rep2_S280_L001_R1_001.fastq.gz",33151,18584,33162,33162,33151,33151,18518,18551,17713,17713,14983,99.9668295036488,99.9668295036488,56.0586407649845,99.6448557899268,95.6528782805919,100,84.5875910348332,45.1812315300645
"edna0128-Rep3_S436_L001_R1_001.fastq.gz",22587,13445,22587,22587,22587,22587,13435,13418,12210,12210,10983,100,100,59.5253907114712,99.9256229081443,90.8820245627093,100,89.95085995086,48.6253154469385
"edna0129-Rep1_S125_L001_R1_001.fastq.gz",8932,2492,8943,8943,8932,8932,2488,2487,1882,1882,1882,99.8769987699877,99.8769987699877,27.8996865203762,99.8394863563403,75.6430868167203,100,100,21.0443922621044
"edna0129-Rep2_S281_L001_R1_001.fastq.gz",28377,15798,28380,28380,28377,28377,15750,15793,13289,13289,10764,99.9894291754757,99.9894291754757,55.6718469182789,99.6961640714014,84.3746031746032,100,80.9993227481376,37.9281183932347
"edna0129-Rep3_S437_L001_R1_001.fastq.gz",11963,7062,11964,11964,11963,11963,7010,6996,5959,5959,5959,99.991641591441,99.991641591441,59.0320153807573,99.2636646842254,85.0071326676177,100,100,49.8077566031428
"edna0130-Rep1_S126_L001_R1_001.fastq.gz",33357,19525,33396,33396,33357,33357,19454,19501,18633,18633,16454,99.8832195472512,99.8832195472512,58.5334412567077,99.6363636363636,95.7797882183613,100,88.3056941984651,49.269373577674
"edna0130-Rep2_S282_L001_R1_001.fastq.gz",26053,14760,26065,26065,26053,26053,14751,14746,13689,13689,12882,99.9539612507194,99.9539612507194,56.6537442904848,99.9390243902439,92.8004881025015,100,94.1047556432172,49.4225973527719
"edna0130-Rep3_S438_L001_R1_001.fastq.gz",4228,2586,4281,4281,4228,4228,2583,2582,2581,2581,2581,98.7619715019855,98.7619715019855,61.1636707663198,99.8839907192575,99.922570654278,100,100,60.2896519504789
"edna0131-Rep1_S127_L001_R1_001.fastq.gz",24982,15428,25032,25032,24982,24982,15408,15398,14773,14773,13440,99.8002556727389,99.8002556727389,61.7564646545513,99.8703655690952,95.878764278297,100,90.9767819671022,53.6912751677852
"edna0131-Rep2_S283_L001_R1_001.fastq.gz",29732,17760,29746,29746,29732,29732,17753,17730,16533,16533,15489,99.952934848383,99.952934848383,59.7336203417194,99.9605855855856,93.1279220413451,100,93.685356559608,52.0708666711491
"edna0131-Rep3_S439_L001_R1_001.fastq.gz",10581,6488,10586,10586,10581,10581,6485,6477,5859,5859,5859,99.9527678065369,99.9527678065369,61.3174558170305,99.9537607891492,90.3469545104086,100,100,55.3466843000189
"edna0132-Rep1_S128_L001_R1_001.fastq.gz",22437,14473,22457,22457,22437,22437,14406,14450,13852,13849,13601,99.9109409092933,99.9109409092933,64.5050586085484,99.5370690250812,96.1543801193947,99.9783424776206,98.209256986064,60.5646346350804
"edna0132-Rep2_S284_L001_R1_001.fastq.gz",26386,16168,26399,26399,26386,26386,16166,16070,14515,14515,14222,99.9507557104436,99.9507557104436,61.2749185173956,99.987629886195,89.787207719906,100,97.9813985532208,53.8732527747263
"edna0132-Rep3_S440_L001_R1_001.fastq.gz",16380,10384,16380,16380,16380,16380,10368,10375,9096,9096,9096,100,100,63.3943833943834,99.8459167950693,87.7314814814815,100,100,55.5311355311355
"edna0133-Rep1_S129_L001_R1_001.fastq.gz",24795,14817,25172,25172,24795,24795,14805,14787,14209,14209,13003,98.5023041474654,98.5023041474654,59.7580157289776,99.919011945738,95.9743329956096,100,91.5124217045534,51.6566025742889
"edna0133-Rep2_S285_L001_R1_001.fastq.gz",47746,28471,47759,47759,47746,47746,28424,28453,25443,25443,20203,99.9727799995812,99.9727799995812,59.6301260838604,99.8349197428963,89.5123839009288,100,79.4049443854891,42.3019744969535
"edna0133-Rep3_S441_L001_R1_001.fastq.gz",53137,30419,53204,53204,53137,53137,30411,30385,28290,28290,25899,99.8740696188257,99.8740696188257,57.2463631744359,99.9737006476216,93.025549965473,100,91.5482502651113,48.6786707766333
"edna0134-Rep1_S130_L001_R1_001.fastq.gz",28135,18295,28196,28196,28135,28135,18279,18259,16219,16209,15941,99.7836572563484,99.7836572563484,65.0257686156033,99.9125444110413,88.7302368838558,99.9383439176275,98.3465975692516,56.5363881401617
"edna0134-Rep2_S286_L001_R1_001.fastq.gz",35775,22238,35775,35775,35775,35775,22223,22220,21198,21198,18355,100,100,62.1607267645004,99.9325478909974,95.3876614318499,100,86.5883573922068,51.3067784765898
"edna0134-Rep3_S442_L001_R1_001.fastq.gz",44933,26826,44933,44933,44933,44933,26805,26801,25193,25193,23074,100,100,59.702223310262,99.9217177365243,93.986196605111,100,91.5889334338904,51.3520129971291
"edna0135-Rep1_S131_L001_R1_001.fastq.gz",16109,9276,16170,16170,16109,16109,9259,9206,8321,8321,8321,99.6227581941868,99.6227581941868,57.5827177354274,99.8167313497197,89.8693163408575,100,100,51.4594928880643
"edna0135-Rep2_S287_L001_R1_001.fastq.gz",28641,17547,28643,28643,28641,28641,17471,17519,16695,16695,15485,99.9930174911846,99.9930174911846,61.2653189483607,99.5668775289223,95.5583538435121,100,92.7523210542078,54.0620745033691
"edna0135-Rep3_S443_L001_R1_001.fastq.gz",32218,18697,32229,32229,32218,32218,18689,18659,17179,17179,16407,99.9658692481926,99.9658692481926,58.0327767086722,99.957212387014,91.9203809727647,100,95.5061412189301,50.9075677185144
"edna0136-Rep1_S132_L001_R1_001.fastq.gz",5695,3188,5741,5741,5695,5695,3179,3163,2892,2892,2889,99.19874586309,99.19874586309,55.9789288849868,99.7176913425345,90.9720037747719,100,99.896265560166,50.3222435115834
"edna0136-Rep2_S288_L001_R1_001.fastq.gz",30834,18960,30914,30914,30834,30834,18948,18932,18101,18101,16325,99.7412175713269,99.7412175713269,61.4905623662191,99.9367088607595,95.5298712265147,100,90.1883873819126,52.8077893511031
"edna0136-Rep3_S444_L001_R1_001.fastq.gz",23609,13172,23625,23625,23609,23609,13166,13122,12022,12022,12022,99.9322751322751,99.9322751322751,55.7922826040917,99.9544488308533,91.3109524532888,100,100,50.8867724867725
"edna0137-Rep1_S133_L001_R1_001.fastq.gz",31246,17230,31251,31251,31246,31246,17199,17216,15481,15481,13334,99.9840005119836,99.9840005119836,55.1430583114639,99.8200812536274,90.0110471539043,100,86.1313868613139,42.6674346420915
"edna0137-Rep2_S289_L001_R1_001.fastq.gz",27599,16166,27602,27602,27599,27599,16159,16062,14323,14323,12062,99.9891312223752,99.9891312223752,58.5745860357259,99.9566992453297,88.6379107618046,100,84.2142009355582,43.6997319034853
"edna0137-Rep3_S445_L001_R1_001.fastq.gz",28510,15968,28521,28521,28510,28510,15966,15955,13855,13855,13078,99.9614319273518,99.9614319273518,56.0084180989127,99.9874749498998,86.7781535763498,100,94.3919162757127,45.8539321903159
"edna0138-Rep1_S134_L001_R1_001.fastq.gz",19824,11966,19827,19827,19824,19824,11963,11864,10696,10696,10696,99.9848691178696,99.9848691178696,60.361178369653,99.974928965402,89.4090111176126,100,100,53.9466384223534
"edna0138-Rep2_S290_L001_R1_001.fastq.gz",32947,18887,32990,32990,32947,32947,18876,18849,17355,17355,16089,99.8696574719612,99.8696574719612,57.3254014022521,99.9417588817705,91.9421487603306,100,92.705272255834,48.7693240375871
"edna0138-Rep3_S446_L001_R1_001.fastq.gz",43281,25703,43283,43283,43281,43281,25698,25678,23395,23395,22424,99.9953792482037,99.9953792482037,59.3863358055498,99.9805470178578,91.0382130905129,100,95.8495405001069,51.8078691403091
"edna0139-Rep1_S135_L001_R1_001.fastq.gz",25578,14952,25578,25578,25578,25578,14944,14945,14428,14428,13843,100,100,58.4564860426929,99.9464954521134,96.5471092077088,100,95.945383975603,54.1207287512706
"edna0139-Rep2_S291_L001_R1_001.fastq.gz",30681,18600,30720,30720,30681,30681,18594,18573,18007,18007,15687,99.873046875,99.873046875,60.6238388579251,99.9677419354839,96.8430676562332,100,87.1161215083023,51.064453125
"edna0139-Rep3_S447_L001_R1_001.fastq.gz",41340,24939,41363,41363,41340,41340,24917,24881,23603,23603,20220,99.9443947489302,99.9443947489302,60.3265602322206,99.9117847548017,94.7264919532849,100,85.6670762191247,48.8842685491865
"edna0140-Rep1_S136_L001_R1_001.fastq.gz",25625,14766,25730,25730,25625,25625,14670,14753,13376,13376,13376,99.591916051302,99.591916051302,57.6234146341463,99.3498577813897,91.1792774369462,100,100,51.9860085503304
"edna0140-Rep2_S292_L001_R1_001.fastq.gz",28506,17776,28530,28530,28506,28506,17774,17757,17681,17681,15895,99.9158780231335,99.9158780231335,62.3588016557918,99.9887488748875,99.4767638123101,100,89.8987613822748,55.7132842621802
"edna0140-Rep3_S448_L001_R1_001.fastq.gz",18097,10394,18237,18237,18097,18097,10334,10321,9897,9897,9558,99.2323298788178,99.2323298788178,57.4349339669558,99.4227438907062,95.7712405651248,100,96.5747196120036,52.4099358447113
"edna0141-Rep1_S137_L001_R1_001.fastq.gz",22177,13360,22448,22448,22177,22177,13292,13332,12487,12487,12487,98.7927655024946,98.7927655024946,60.242593678135,99.4910179640719,93.9437255492025,100,100,55.626336421953
"edna0141-Rep2_S293_L001_R1_001.fastq.gz",27503,17097,27532,27532,27503,27503,17089,16946,15757,15757,15030,99.8946680226645,99.8946680226645,62.1641275497218,99.9532081651752,92.2055123178653,100,95.3861775718728,54.5910213569664
"edna0141-Rep3_S449_L001_R1_001.fastq.gz",32487,18570,32502,32502,32487,32487,18558,18535,17565,17565,16482,99.9538489939081,99.9538489939081,57.1613260688891,99.935379644588,94.6492078887811,100,93.8343296327925,50.7107254938158
"edna0142-Rep1_S138_L001_R1_001.fastq.gz",22681,13628,22737,22737,22681,22681,13622,13617,12124,12124,12124,99.7537054140828,99.7537054140828,60.0855341475244,99.9559729967714,89.0030832476876,100,100,53.3227778510797
"edna0142-Rep2_S294_L001_R1_001.fastq.gz",27740,17308,27753,27753,27740,27740,17294,17281,15787,15787,15131,99.9531582171297,99.9531582171297,62.393655371305,99.9191125491102,91.2859951428241,100,95.8446823335656,54.5202320469859
"edna0142-Rep3_S450_L001_R1_001.fastq.gz",50245,28522,50301,50301,50245,50245,28423,28468,25358,25358,23947,99.8886702053637,99.8886702053637,56.7658473479948,99.652899516163,89.2164796115822,100,94.4356810474012,47.6074034313433
"edna0143-Rep1_S139_L001_R1_001.fastq.gz",20827,11408,20882,20882,20827,20827,11403,11396,10231,10231,10231,99.7366152667369,99.7366152667369,54.7750516156912,99.9561711079944,89.7220029816715,100,100,48.9943492002682
"edna0143-Rep2_S295_L001_R1_001.fastq.gz",20730,12505,20736,20736,20730,20730,12496,12316,10179,10179,10179,99.9710648148148,99.9710648148148,60.3232030873131,99.9280287884846,81.458066581306,100,100,49.0885416666667
"edna0143-Rep3_S451_L001_R1_001.fastq.gz",35922,20106,36072,36072,35922,35922,19988,20092,18957,18957,17842,99.5841650033267,99.5841650033267,55.9712710873559,99.4131105142744,94.8419051430859,100,94.1182676583848,49.4621867376358
"edna0144-Rep1_S140_L001_R1_001.fastq.gz",6499,3657,6567,6567,6499,6499,3652,3650,3399,3399,3399,98.9645195675347,98.9645195675347,56.2701954146792,99.8632759092152,93.0722891566265,100,100,51.7587939698493
"edna0144-Rep2_S296_L001_R1_001.fastq.gz",28453,16338,28492,28492,28453,28453,16326,16295,14877,14877,13735,99.8631194721325,99.8631194721325,57.4210100868098,99.9265515975028,91.1245865490628,100,92.3237211803455,48.2065141092236
"edna0144-Rep3_S452_L001_R1_001.fastq.gz",48072,26746,48075,48075,48072,48072,26733,26712,25657,25657,23801,99.99375975039,99.99375975039,55.6373772674322,99.9513946010618,95.9750121572588,100,92.7661067155162,49.5080603224129
"edna0145-Rep1_S141_L001_R1_001.fastq.gz",29318,16039,29346,29346,29318,29318,15962,16005,15490,15490,15490,99.9045866557623,99.9045866557623,54.7070059349205,99.5199201945259,97.0429770705425,100,100,52.7840250800791
"edna0145-Rep2_S297_L001_R1_001.fastq.gz",23715,14154,23716,23716,23715,23715,14092,14127,13327,13327,13307,99.9957834373419,99.9957834373419,59.6837444655281,99.5619612830295,94.5713880215725,100,99.8499287161402,56.1097992916175
"edna0145-Rep3_S453_L001_R1_001.fastq.gz",37927,19794,37931,37931,37927,37927,19762,19705,19229,19229,18942,99.9894545358678,99.9894545358678,52.1897329079548,99.8383348489441,97.3029045643154,100,98.5074626865672,49.9380453982231
"edna0146-Rep1_S142_L001_R1_001.fastq.gz",24024,12967,24036,24036,24024,24024,12958,12941,12411,12411,12411,99.9500748876685,99.9500748876685,53.9751914751915,99.9305930438806,95.7786695477697,100,100,51.6350474288567
"edna0146-Rep2_S298_L001_R1_001.fastq.gz",27734,16002,27734,27734,27734,27734,15983,15964,15278,15276,15149,100,100,57.6981322564361,99.8812648418948,95.5890633798411,99.9869092813195,99.1686305315528,54.6224850364174
"edna0146-Rep3_S454_L001_R1_001.fastq.gz",43457,23220,43510,43510,43457,43457,23135,23134,22099,22099,21936,99.8781889220869,99.8781889220869,53.432128310744,99.6339362618432,95.5219364599092,100,99.2624100638038,50.4159963226844
"edna0147-Rep1_S143_L001_R1_001.fastq.gz",27330,16147,27372,27372,27330,27330,16138,16121,15634,15634,15634,99.8465585269619,99.8465585269619,59.081595316502,99.9442620920295,96.8769364233486,100,100,57.1167616542452
"edna0147-Rep2_S299_L001_R1_001.fastq.gz",23180,13161,23182,23182,23180,23180,13150,13145,12499,12499,12397,99.9913726166854,99.9913726166854,56.7773943054357,99.9164197249449,95.0494296577947,100,99.1839347147772,53.4768354758002
"edna0147-Rep3_S455_L001_R1_001.fastq.gz",37074,20607,37076,37076,37074,37074,20509,20564,19808,19808,19808,99.9946056748301,99.9946056748301,55.5834277391164,99.5244334449459,96.5819883953386,100,100,53.4253964829
"edna0148-Rep1_S144_L001_R1_001.fastq.gz",21510,13009,21626,21626,21510,21510,12998,12941,11928,11920,11463,99.4636086192546,99.4636086192546,60.4788470478847,99.915443154739,91.7679643022003,99.9329309188464,96.1661073825503,53.0056413576251
"edna0148-Rep2_S300_L001_R1_001.fastq.gz",18592,7961,18593,18593,18592,18592,7960,7948,6988,6988,6988,99.9946216317969,99.9946216317969,42.8194922547332,99.9874387639744,87.7889447236181,100,100,37.5840370031732
"edna0148-Rep3_S456_L001_R1_001.fastq.gz",39141,22738,39207,39207,39141,39141,22662,22606,20921,20921,20646,99.831662713291,99.831662713291,58.0925372371682,99.6657577623362,92.3175359632866,100,98.6855312843554,52.6589639605173
"edna0149-Rep1_S145_L001_R1_001.fastq.gz",25592,14947,25883,25883,25592,25592,14882,14921,13270,13270,12434,98.8757099254337,98.8757099254337,58.4049703032198,99.5651301264468,89.1681225641715,100,93.7000753579503,48.0392535641154
"edna0149-Rep2_S301_L001_R1_001.fastq.gz",37188,22608,37543,37543,37188,37188,22597,22548,21176,21176,18447,99.0544176011507,99.0544176011507,60.7938044530494,99.9513446567587,93.7115546311457,100,87.1127691726483,49.13565777908
"edna0149-Rep3_S457_L001_R1_001.fastq.gz",41549,24520,41553,41553,41549,41549,24491,24479,22973,22973,20071,99.9903737395615,99.9903737395615,59.0146573924764,99.8817292006525,93.8018047446001,100,87.3677795673182,48.3021683151638
"edna0150-Rep1_S146_L001_R1_001.fastq.gz",25249,15059,25287,25287,25249,25249,14996,15032,14327,14327,12864,99.8497251552181,99.8497251552181,59.6419660184562,99.5816455275915,95.5388103494265,100,89.7885112026244,50.8719895598529
"edna0150-Rep2_S302_L001_R1_001.fastq.gz",29819,18483,29822,29822,29819,29819,18473,18439,17442,17442,14655,99.989940312521,99.989940312521,61.983969952044,99.9458962289672,94.4188816109998,100,84.0213278293774,49.1415733351217
"edna0150-Rep3_S458_L001_R1_001.fastq.gz",35574,20819,35583,35583,35574,35574,20795,20737,19201,19201,17643,99.9747070230166,99.9747070230166,58.5230786529488,99.8847206878332,92.3346958403462,100,91.8858392792042,49.5826658797741
"edna0151-Rep1_S147_L001_R1_001.fastq.gz",13451,7542,13464,13464,13451,13451,7532,7520,6890,6890,6890,99.9034462269756,99.9034462269756,56.0701806557133,99.8674091752851,91.4763674986723,100,100,51.1734997029115
"edna0151-Rep2_S303_L001_R1_001.fastq.gz",29412,16459,29421,29421,29412,29412,16395,16431,15062,15062,13669,99.9694096053839,99.9694096053839,55.9601523187815,99.6111549911902,91.869472400122,100,90.7515602177666,46.4600115563713
"edna0151-Rep3_S459_L001_R1_001.fastq.gz",38832,22760,38837,38837,38832,38832,22733,22725,20895,20888,19960,99.9871256791204,99.9871256791204,58.6114544705398,99.8813708260105,91.9148374609598,99.9664991624791,95.5572577556492,51.3942889512578
"edna0152-Rep1_S148_L001_R1_001.fastq.gz",37038,21259,37047,37047,37038,37038,21239,21227,19371,19371,18800,99.9757065349421,99.9757065349421,57.3978076570009,99.9059221976575,91.204858985828,100,97.0522946672861,50.7463492320566
"edna0152-Rep2_S304_L001_R1_001.fastq.gz",30276,17301,30280,30280,30276,30276,17240,17227,15726,15726,14479,99.9867899603699,99.9867899603699,57.1442726912406,99.6474192243223,91.2180974477958,100,92.0704565687397,47.8170409511229
"edna0152-Rep3_S460_L001_R1_001.fastq.gz",60445,33469,60584,60584,60445,60445,33455,33442,29867,29867,27990,99.770566486201,99.770566486201,55.3709984283233,99.9581702470943,89.2751457181288,100,93.7154719255365,46.2003169153572
"edna0153-Rep1_S149_L001_R1_001.fastq.gz",33850,19104,33938,33938,33850,33850,18997,19067,17684,17684,15154,99.7407036360422,99.7407036360422,56.437223042836,99.4399078726968,93.0883823761647,100,85.6932820628817,44.6520124933703
"edna0153-Rep2_S305_L001_R1_001.fastq.gz",27823,16264,27832,27832,27823,27823,16202,16175,15067,15067,15067,99.9676631215867,99.9676631215867,58.4552348776192,99.6187899655681,92.9946920133317,100,100,54.1355274504168
"edna0153-Rep3_S461_L001_R1_001.fastq.gz",37416,21735,37472,37472,37416,37416,21721,21588,19402,19402,19402,99.8505550811272,99.8505550811272,58.0901218729955,99.9355877616747,89.3236959624327,100,100,51.7773270708796
"edna0154-Rep1_S150_L001_R1_001.fastq.gz",23668,13258,23715,23715,23668,23668,13173,13212,12021,12021,12021,99.8018131983976,99.8018131983976,56.0165624471861,99.3588776587721,91.2548394443179,100,100,50.6894370651486
"edna0154-Rep2_S306_L001_R1_001.fastq.gz",26541,15549,26542,26542,26541,26541,15513,15519,14817,14817,13794,99.9962323864064,99.9962323864064,58.5848310161637,99.7684738568397,95.5134403403597,100,93.0957683741648,51.9704619094266
"edna0154-Rep3_S462_L001_R1_001.fastq.gz",34072,19810,34152,34152,34072,34072,19795,19779,17084,17084,16040,99.7657531037714,99.7657531037714,58.1415825311106,99.9242806663301,86.3046223793887,100,93.8890189651136,46.9665026938393
"edna0155-Rep1_S151_L001_R1_001.fastq.gz",26860,16089,26861,26861,26860,26860,16077,16041,15511,15511,14589,99.9962771304121,99.9962771304121,59.8994787788533,99.9254148797315,96.4794426820924,100,94.0558313454967,54.312944417557
"edna0155-Rep2_S307_L001_R1_001.fastq.gz",28057,16664,28064,28064,28057,28057,16654,16585,14521,14521,13436,99.9750570125428,99.9750570125428,59.3933777666892,99.9399903984637,87.1922661222529,100,92.5280628055919,47.8762827822121
"edna0155-Rep3_S463_L001_R1_001.fastq.gz",39243,23163,39267,39267,39243,39243,23093,23116,20875,20875,18113,99.938879975552,99.938879975552,59.0245394083021,99.6977938954367,90.3953579006625,100,86.7688622754491,46.12779178445
"edna0156-Rep1_S152_L001_R1_001.fastq.gz",28405,16907,28611,28611,28405,28405,16821,16876,16313,16313,16313,99.2799972038726,99.2799972038726,59.5212110543918,99.4913349500207,96.9799655192914,100,100,57.0165321030373
"edna0156-Rep2_S308_L001_R1_001.fastq.gz",26199,16048,26679,26679,26199,26199,16031,16027,14327,14327,13567,98.2008321151467,98.2008321151467,61.2542463452804,99.8940677966102,89.3705944732082,100,94.6953304948698,50.8527306120919
"edna0156-Rep3_S464_L001_R1_001.fastq.gz",34029,19910,34314,34314,34029,34029,19884,19777,17881,17881,15750,99.1694352159468,99.1694352159468,58.5089188633225,99.8694123556002,89.9265741299537,100,88.0823220177842,45.8996328029376
"edna0157-Rep1_S153_L001_R1_001.fastq.gz",33524,19797,34519,34519,33524,33524,19786,19718,18396,18396,18396,97.1175294765202,97.1175294765202,59.0532156067295,99.9444360256605,92.9748306883655,100,100,53.292389698427
"edna0157-Rep2_S309_L001_R1_001.fastq.gz",27069,16278,27114,27114,27069,27069,16254,16242,15330,15330,13139,99.8340340783359,99.8340340783359,60.1352100188407,99.8525617397715,94.3152454780362,100,85.7077625570776,48.4583609943203
"edna0157-Rep3_S465_L001_R1_001.fastq.gz",51374,30087,53006,53006,51374,51374,30033,29972,29052,29052,26043,96.9211032713278,96.9211032713278,58.5646435940359,99.8205204905773,96.7335930476476,100,89.6427096241223,49.1321737161831
"edna0158-Rep1_S154_L001_R1_001.fastq.gz",26648,16482,26653,26653,26648,26648,16475,16457,15969,15969,15561,99.9812403856977,99.9812403856977,61.8507955568898,99.9575294260405,96.9286798179059,100,97.4450497839564,58.3836716317113
