"","accession","found_taxa","rank","common_name","taxa_verbatim","ncbi_sp","worms_match","worms_aphiaid","status","valid_authority","kingdom","phylum","class","order","family","genus","freshwater_only","terrestrial_only","hybrid","ncbi_taxonomy_2"
"4939","MT025472","Ctenochaetus strigosus","species",NA,"Ctenochaetus strigosus","Ctenochaetus strigosus","Ctenochaetus strigosus",219658,"accepted","(Bennett, 1828)","Eukaryota","Chordata","Teleostei","Acanthuriformes","Acanthuridae","Ctenochaetus","0","0",NA,NA
"4940","MT656132","Ctenochaetus strigosus","species",NA,"Ctenochaetus strigosus","Ctenochaetus strigosus","Ctenochaetus strigosus",219658,"accepted","(Bennett, 1828)","Eukaryota","Chordata","Teleostei","Acanthuriformes","Acanthuridae","Ctenochaetus","0","0",NA,NA
"4941","MT025391","Ctenochaetus strigosus","species",NA,"Ctenochaetus strigosus","Ctenochaetus strigosus","Ctenochaetus strigosus",219658,"accepted","(Bennett, 1828)","Eukaryota","Chordata","Teleostei","Acanthuriformes","Acanthuridae","Ctenochaetus","0","0",NA,NA
"4942","MT025390","Ctenochaetus strigosus","species",NA,"Ctenochaetus strigosus","Ctenochaetus strigosus","Ctenochaetus strigosus",219658,"accepted","(Bennett, 1828)","Eukaryota","Chordata","Teleostei","Acanthuriformes","Acanthuridae","Ctenochaetus","0","0",NA,NA
"4943","MW405962","Ctenochaetus tominiensis","species",NA,"Ctenochaetus tominiensis","Ctenochaetus tominiensis","Ctenochaetus tominiensis",277562,"accepted","Randall, 1955","Eukaryota","Chordata","Teleostei","Acanthuriformes","Acanthuridae","Ctenochaetus","0","0",NA,NA
"4944","LC499457","Ctenogobiops feroculus","species",NA,"Ctenogobiops feroculus","Ctenogobiops feroculus","Ctenogobiops feroculus",219437,"accepted","Lubbock & Polunin, 1977","Eukaryota","Chordata","Teleostei","Gobiiformes","Gobiidae","Ctenogobiops","0","0",NA,NA
"4945","LC515665","Ctenogobiops feroculus","species",NA,"Ctenogobiops feroculus","Ctenogobiops feroculus","Ctenogobiops feroculus",219437,"accepted","Lubbock & Polunin, 1977","Eukaryota","Chordata","Teleostei","Gobiiformes","Gobiidae","Ctenogobiops","0","0",NA,NA
"4946","MZ597976","Ctenogobiops feroculus","species",NA,"Ctenogobiops feroculus","Ctenogobiops feroculus","Ctenogobiops feroculus",219437,"accepted","Lubbock & Polunin, 1977","Eukaryota","Chordata","Teleostei","Gobiiformes","Gobiidae","Ctenogobiops","0","0",NA,NA
"4947","LC579293","Ctenogobiops pomastictus","species",NA,"Ctenogobiops pomastictus","Ctenogobiops pomastictus","Ctenogobiops pomastictus",278352,"accepted","Lubbock & Polunin, 1977","Eukaryota","Chordata","Teleostei","Gobiiformes","Gobiidae","Ctenogobiops","0","0",NA,NA
"4948","LC579313","Ctenogobiops pomastictus","species",NA,"Ctenogobiops pomastictus","Ctenogobiops pomastictus","Ctenogobiops pomastictus",278352,"accepted","Lubbock & Polunin, 1977","Eukaryota","Chordata","Teleostei","Gobiiformes","Gobiidae","Ctenogobiops","0","0",NA,NA
"4949","LC104718","Ctenogobiops tangaroai","species",NA,"Ctenogobiops tangaroai","Ctenogobiops tangaroai","Ctenogobiops tangaroai",278353,"accepted","Lubbock & Polunin, 1977","Eukaryota","Chordata","Teleostei","Gobiiformes","Gobiidae","Ctenogobiops","0","0",NA,NA
"4950","PV053493","Ctenogobiops tangaroai","species",NA,"Ctenogobiops tangaroai","Ctenogobiops tangaroai","Ctenogobiops tangaroai",278353,"accepted","Lubbock & Polunin, 1977","Eukaryota","Chordata","Teleostei","Gobiiformes","Gobiidae","Ctenogobiops","0","0",NA,NA
"4951","OP537903","Ctenogobius boleosoma","species",NA,"Ctenogobius boleosoma","Ctenogobius boleosoma","Ctenogobius boleosoma",159750,"accepted","(Jordan & Gilbert, 1882)","Eukaryota","Chordata","Teleostei","Gobiiformes","Gobiidae","Ctenogobius","0","0",NA,NA
"4952","PV529086","Ctenogobius boleosoma","species",NA,"Ctenogobius boleosoma","Ctenogobius boleosoma","Ctenogobius boleosoma",159750,"accepted","(Jordan & Gilbert, 1882)","Eukaryota","Chordata","Teleostei","Gobiiformes","Gobiidae","Ctenogobius","0","0",NA,NA
"4953","OR577199","Ctenogobius boleosoma","species",NA,"Ctenogobius boleosoma","Ctenogobius boleosoma","Ctenogobius boleosoma",159750,"accepted","(Jordan & Gilbert, 1882)","Eukaryota","Chordata","Teleostei","Gobiiformes","Gobiidae","Ctenogobius","0","0",NA,NA
"4954","PV529082","Ctenogobius boleosoma","species",NA,"Ctenogobius boleosoma","Ctenogobius boleosoma","Ctenogobius boleosoma",159750,"accepted","(Jordan & Gilbert, 1882)","Eukaryota","Chordata","Teleostei","Gobiiformes","Gobiidae","Ctenogobius","0","0",NA,NA
"4955","PV529085","Ctenogobius boleosoma","species",NA,"Ctenogobius boleosoma","Ctenogobius boleosoma","Ctenogobius boleosoma",159750,"accepted","(Jordan & Gilbert, 1882)","Eukaryota","Chordata","Teleostei","Gobiiformes","Gobiidae","Ctenogobius","0","0",NA,NA
"4956","PV529084","Ctenogobius boleosoma","species",NA,"Ctenogobius boleosoma","Ctenogobius boleosoma","Ctenogobius boleosoma",159750,"accepted","(Jordan & Gilbert, 1882)","Eukaryota","Chordata","Teleostei","Gobiiformes","Gobiidae","Ctenogobius","0","0",NA,NA
"4957","OR380489","Ctenogobius boleosoma","species",NA,"Ctenogobius boleosoma","Ctenogobius boleosoma","Ctenogobius boleosoma",159750,"accepted","(Jordan & Gilbert, 1882)","Eukaryota","Chordata","Teleostei","Gobiiformes","Gobiidae","Ctenogobius","0","0",NA,NA
"4958","LC049789","Ctenogobius boleosoma","species",NA,"Ctenogobius boleosoma","Ctenogobius boleosoma","Ctenogobius boleosoma",159750,"accepted","(Jordan & Gilbert, 1882)","Eukaryota","Chordata","Teleostei","Gobiiformes","Gobiidae","Ctenogobius","0","0",NA,NA
"4959","OR546167","Ctenogobius saepepallens","species",NA,"Ctenogobius saepepallens","Ctenogobius saepepallens","Ctenogobius saepepallens",276488,"accepted","(Gilbert & Randall, 1968)","Eukaryota","Chordata","Teleostei","Gobiiformes","Gobiidae","Ctenogobius","0","0",NA,NA
"4960","OQ846303","Ctenogobius sagittula","species",NA,"Ctenogobius sagittula","Ctenogobius sagittula","Ctenogobius sagittula",276489,"accepted","(Günther, 1862)","Eukaryota","Chordata","Teleostei","Gobiiformes","Gobiidae","Ctenogobius","0","0",NA,NA
"4961","OR380490","Ctenogobius shufeldti","species",NA,"Ctenogobius shufeldti","Ctenogobius shufeldti","Ctenogobius shufeldti",276490,"accepted","(Jordan & Eigenmann, 1887)","Eukaryota","Chordata","Teleostei","Gobiiformes","Gobiidae","Ctenogobius","0","0",NA,NA
"4962","LC545442","Ctenolabrus rupestris","species",NA,"Ctenolabrus rupestris","Ctenolabrus rupestris","Ctenolabrus rupestris",126964,"accepted","(Linnaeus, 1758)","Eukaryota","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Ctenolabrus","0","0",NA,NA
"4963","KY815274","Ctenolabrus rupestris","species",NA,"Ctenolabrus rupestris","Ctenolabrus rupestris","Ctenolabrus rupestris",126964,"accepted","(Linnaeus, 1758)","Eukaryota","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Ctenolabrus","0","0",NA,NA
"4964","PP118529","Ctenolucius hujeta","species",NA,"Ctenolucius hujeta","Ctenolucius hujeta","Ctenolucius hujeta",1418631,"accepted","(Valenciennes, 1850)","Eukaryota","Chordata","Teleostei","Characiformes","Ctenoluciidae","Ctenolucius","1","0",NA,NA
"4965","HQ891005","Ctenopharyngodon idella","species",NA,"Ctenopharyngodon idella","Ctenopharyngodon idella","Ctenopharyngodon idella",154314,"accepted","(Valenciennes, 1844)","Eukaryota","Chordata","Teleostei","Cypriniformes","Cyprinidae","Ctenopharyngodon","0","0",NA,NA
"4966","EU391390","Ctenopharyngodon idella","species",NA,"Ctenopharyngodon idella","Ctenopharyngodon idella","Ctenopharyngodon idella",154314,"accepted","(Valenciennes, 1844)","Eukaryota","Chordata","Teleostei","Cypriniformes","Cyprinidae","Ctenopharyngodon","0","0",NA,NA
"4967","OK576400","Ctenopharyngodon idella","species",NA,"Ctenopharyngodon idella","Ctenopharyngodon idella","Ctenopharyngodon idella",154314,"accepted","(Valenciennes, 1844)","Eukaryota","Chordata","Teleostei","Cypriniformes","Cyprinidae","Ctenopharyngodon","0","0",NA,NA
"4968","KC292921","Ctenopharyngodon idella","species",NA,"Ctenopharyngodon idella","Ctenopharyngodon idella","Ctenopharyngodon idella",154314,"accepted","(Valenciennes, 1844)","Eukaryota","Chordata","Teleostei","Cypriniformes","Cyprinidae","Ctenopharyngodon","0","0",NA,NA
"4969","KC292922","Ctenopharyngodon idella","species",NA,"Ctenopharyngodon idella","Ctenopharyngodon idella","Ctenopharyngodon idella",154314,"accepted","(Valenciennes, 1844)","Eukaryota","Chordata","Teleostei","Cypriniformes","Cyprinidae","Ctenopharyngodon","0","0",NA,NA
"4970","MW630140","Ctenopoma acutirostre","species",NA,"Ctenopoma acutirostre","Ctenopoma acutirostre","Ctenopoma acutirostre",1019019,"accepted","Pellegrin, 1899","Eukaryota","Chordata","Teleostei","Anabantiformes","Anabantidae","Ctenopoma","1","0",NA,NA
"4971","PV054329","Ctenopoma kingsleyae","species",NA,"Ctenopoma kingsleyae","Ctenopoma kingsleyae","Ctenopoma kingsleyae",1015018,"accepted","Günther, 1896","Eukaryota","Chordata","Teleostei","Anabantiformes","Anabantidae","Ctenopoma","1","0",NA,NA
"4972","PV054330","Ctenopoma multispine","species",NA,"Ctenopoma multispine","Ctenopoma multispine","Ctenopoma multispine",1015398,"accepted","Peters, 1844","Eukaryota","Chordata","Teleostei","Anabantiformes","Anabantidae","Ctenopoma","1","0",NA,NA
"4973","PQ268692","Ctenopoma muriei","species",NA,"Ctenopoma muriei","Ctenopoma muriei","Ctenopoma muriei",1016906,"accepted","(Boulenger, 1906)","Eukaryota","Chordata","Teleostei","Anabantiformes","Anabantidae","Ctenopoma","1","0",NA,NA
"4974","MK541901","Ctenotrypauchen chinensis","species",NA,"Ctenotrypauchen chinensis","Ctenotrypauchen chinensis","Ctenotrypauchen chinensis",865808,"accepted","Steindachner, 1867","Eukaryota","Chordata","Teleostei","Gobiiformes","Gobiidae","Ctenotrypauchen","0","0",NA,NA
"4975","LC193284","Cubiceps","genus",NA,"Cubiceps sp. CBM DNA No. 2016-238","Cubiceps","Cubiceps",126037,"accepted","Lowe, 1843","Eukaryota","Chordata","Teleostei","Scombriformes","Nomeidae","Cubiceps","0","0",NA,NA
"4976","OR499751","Cubiceps baxteri","species",NA,"Cubiceps baxteri","Cubiceps baxteri","Cubiceps baxteri",219745,"accepted","McCulloch, 1923","Eukaryota","Chordata","Teleostei","Scombriformes","Nomeidae","Cubiceps","0","0",NA,NA
"4977","OQ846345","Cubiceps baxteri","species",NA,"Cubiceps baxteri","Cubiceps baxteri","Cubiceps baxteri",219745,"accepted","McCulloch, 1923","Eukaryota","Chordata","Teleostei","Scombriformes","Nomeidae","Cubiceps","0","0",NA,NA
"4978","AB938181","Cubiceps baxteri","species",NA,"Cubiceps baxteri","Cubiceps baxteri","Cubiceps baxteri",219745,"accepted","McCulloch, 1923","Eukaryota","Chordata","Teleostei","Scombriformes","Nomeidae","Cubiceps","0","0",NA,NA
"4979","PP661066","Cubiceps caeruleus","species",NA,"Cubiceps caeruleus","Cubiceps caeruleus","Cubiceps caeruleus",273675,"accepted","Regan, 1914","Eukaryota","Chordata","Teleostei","Scombriformes","Nomeidae","Cubiceps","0","0",NA,NA
"4980","OR575554","Cubiceps paradoxus","species",NA,"Cubiceps paradoxus","Cubiceps paradoxus","Cubiceps paradoxus",273679,"accepted","Butler, 1979","Eukaryota","Chordata","Teleostei","Scombriformes","Nomeidae","Cubiceps","0","0",NA,NA
"4981","AP006038","Cubiceps pauciradiatus","species",NA,"Cubiceps pauciradiatus","Cubiceps pauciradiatus","Cubiceps pauciradiatus",159424,"accepted","Günther, 1872","Eukaryota","Chordata","Teleostei","Scombriformes","Nomeidae","Cubiceps","0","0",NA,NA
"4982","OQ883828","Cubiceps pauciradiatus","species",NA,"Cubiceps pauciradiatus","Cubiceps pauciradiatus","Cubiceps pauciradiatus",159424,"accepted","Günther, 1872","Eukaryota","Chordata","Teleostei","Scombriformes","Nomeidae","Cubiceps","0","0",NA,NA
"4983","MZ597897","Cubiceps pauciradiatus","species",NA,"Cubiceps pauciradiatus","Cubiceps pauciradiatus","Cubiceps pauciradiatus",159424,"accepted","Günther, 1872","Eukaryota","Chordata","Teleostei","Scombriformes","Nomeidae","Cubiceps","0","0",NA,NA
"4984","KT361215","Cubiceps whiteleggii","species",NA,"Cubiceps squamiceps","Cubiceps squamiceps","Cubiceps squamiceps",273680,"unaccepted","(Waite, 1894)","Eukaryota","Chordata","Teleostei","Scombriformes","Nomeidae","Cubiceps","0","0",NA,NA
"4985","LC661302","Cubiceps whiteleggii","species",NA,"Cubiceps whiteleggii","Cubiceps whiteleggii","Cubiceps whiteleggii",273680,"accepted","(Waite, 1894)","Eukaryota","Chordata","Teleostei","Scombriformes","Nomeidae","Cubiceps","0","0",NA,NA
"4986","AB938182","Cubiceps whiteleggii","species",NA,"Cubiceps whiteleggii","Cubiceps whiteleggii","Cubiceps whiteleggii",273680,"accepted","(Waite, 1894)","Eukaryota","Chordata","Teleostei","Scombriformes","Nomeidae","Cubiceps","0","0",NA,NA
"4987","PP661088","Cubiceps whiteleggii","species",NA,"Cubiceps whiteleggii","Cubiceps whiteleggii","Cubiceps whiteleggii",273680,"accepted","(Waite, 1894)","Eukaryota","Chordata","Teleostei","Scombriformes","Nomeidae","Cubiceps","0","0",NA,NA
"4988","OP422359","Culaea inconstans","species",NA,"Culaea inconstans","Culaea inconstans","Culaea inconstans",567530,"accepted","(Kirtland, 1840)","Eukaryota","Chordata","Teleostei","Perciformes","Gasterosteidae","Culaea","1","0",NA,NA
"4989","KX244762","Culter alburnus","species",NA,"Culter alburnus","Culter alburnus","Culter alburnus",1021471,"accepted","Basilewsky, 1855","Eukaryota","Chordata","Teleostei","Cypriniformes","Cyprinidae","Culter","1","0",NA,NA
"4990","GU190362","Culter alburnus","species",NA,"Culter alburnus","Culter alburnus","Culter alburnus",1021471,"accepted","Basilewsky, 1855","Eukaryota","Chordata","Teleostei","Cypriniformes","Cyprinidae","Culter","1","0",NA,NA
"4991","KX829024","Culter alburnus","species",NA,"Culter alburnus","Culter alburnus","Culter alburnus",1021471,"accepted","Basilewsky, 1855","Eukaryota","Chordata","Teleostei","Cypriniformes","Cyprinidae","Culter","1","0",NA,NA
"4992","KJ546417","Cultrichthys compressocorpus","species",NA,"Culter compressocorpus","Culter compressocorpus","Culter compressocorpus",1013864,"unaccepted","(Yih & Chu, 1959)","Eukaryota","Chordata","Teleostei","Cypriniformes","Cyprinidae","Culter","1","0",NA,NA
"4993","KY404014","Culter oxycephaloides","species",NA,"Culter oxycephaloides","Culter oxycephaloides","Culter oxycephaloides",1018009,"accepted","Kreyenberg & Pappenheim, 1908","Eukaryota","Chordata","Teleostei","Cypriniformes","Cyprinidae","Culter","1","0",NA,NA
"4994","AY050549","Culter oxycephaloides","species",NA,"Culter oxycephaloides","Culter oxycephaloides","Culter oxycephaloides",1018009,"accepted","Kreyenberg & Pappenheim, 1908","Eukaryota","Chordata","Teleostei","Cypriniformes","Cyprinidae","Culter","1","0",NA,NA
"4995","OR884427","Curimata","genus",NA,"Curimata sp. USNM FISH 448915","Curimata","Curimata",268909,"accepted","Bosc, 1817","Eukaryota","Chordata","Teleostei","Characiformes","Curimatidae","Curimata","1","0",NA,NA
"4996","OR884432","Curimata","genus",NA,"Curimata sp. USNM FISH 449107","Curimata","Curimata",268909,"accepted","Bosc, 1817","Eukaryota","Chordata","Teleostei","Characiformes","Curimatidae","Curimata","1","0",NA,NA
"4997","OR884431","Curimata","genus",NA,"Curimata sp. USNM FISH 449106","Curimata","Curimata",268909,"accepted","Bosc, 1817","Eukaryota","Chordata","Teleostei","Characiformes","Curimatidae","Curimata","1","0",NA,NA
"4998","OR884429","Curimata","genus",NA,"Curimata sp. USNM FISH 448999","Curimata","Curimata",268909,"accepted","Bosc, 1817","Eukaryota","Chordata","Teleostei","Characiformes","Curimatidae","Curimata","1","0",NA,NA
"4999","OR884428","Curimata","genus",NA,"Curimata sp. USNM FISH 448981","Curimata","Curimata",268909,"accepted","Bosc, 1817","Eukaryota","Chordata","Teleostei","Characiformes","Curimatidae","Curimata","1","0",NA,NA
"5000","OR884430","Curimata","genus",NA,"Curimata sp. USNM FISH 449105","Curimata","Curimata",268909,"accepted","Bosc, 1817","Eukaryota","Chordata","Teleostei","Characiformes","Curimatidae","Curimata","1","0",NA,NA
"5001","PP118532","Curimata mivartii","species",NA,"Curimata mivartii","Curimata mivartii","Curimata mivartii",1423166,"accepted","Steindachner, 1878","Eukaryota","Chordata","Teleostei","Characiformes","Curimatidae","Curimata","1","0",NA,NA
"5002","KP025764","Curimata mivartii","species",NA,"Curimata mivartii","Curimata mivartii","Curimata mivartii",1423166,"accepted","Steindachner, 1878","Eukaryota","Chordata","Teleostei","Characiformes","Curimatidae","Curimata","1","0",NA,NA
"5003","OR198679","Curimatella lepidura","species",NA,"Curimatella lepidura","Curimatella lepidura","Curimatella lepidura",1467694,"accepted","(Eigenmann & Eigenmann, 1889)","Eukaryota","Chordata","Teleostei","Characiformes","Curimatidae","Curimatella","1","0",NA,NA
"5004","OR198505","Curimatella lepidura","species",NA,"Curimatella lepidura","Curimatella lepidura","Curimatella lepidura",1467694,"accepted","(Eigenmann & Eigenmann, 1889)","Eukaryota","Chordata","Teleostei","Characiformes","Curimatidae","Curimatella","1","0",NA,NA
"5005","OR198507","Curimatella lepidura","species",NA,"Curimatella lepidura","Curimatella lepidura","Curimatella lepidura",1467694,"accepted","(Eigenmann & Eigenmann, 1889)","Eukaryota","Chordata","Teleostei","Characiformes","Curimatidae","Curimatella","1","0",NA,NA
"5006","MG755537","Curimatella lepidura","species",NA,"Curimatella lepidura","Curimatella lepidura","Curimatella lepidura",1467694,"accepted","(Eigenmann & Eigenmann, 1889)","Eukaryota","Chordata","Teleostei","Characiformes","Curimatidae","Curimatella","1","0",NA,NA
"5007","OR884436","Curimatopsis","genus",NA,"Curimatopsis sp. USNM FISH 448803","Curimatopsis","Curimatopsis",268911,"accepted","Steindachner, 1876","Eukaryota","Chordata","Teleostei","Characiformes","Curimatidae","Curimatopsis","1","0",NA,NA
"5008","OR884433","Curimatopsis","genus",NA,"Curimatopsis sp. USNM FISH 448800","Curimatopsis","Curimatopsis",268911,"accepted","Steindachner, 1876","Eukaryota","Chordata","Teleostei","Characiformes","Curimatidae","Curimatopsis","1","0",NA,NA
"5009","OR884437","Curimatopsis","genus",NA,"Curimatopsis sp. USNM FISH 448804","Curimatopsis","Curimatopsis",268911,"accepted","Steindachner, 1876","Eukaryota","Chordata","Teleostei","Characiformes","Curimatidae","Curimatopsis","1","0",NA,NA
"5010","OR884435","Curimatopsis","genus",NA,"Curimatopsis sp. USNM FISH 448802","Curimatopsis","Curimatopsis",268911,"accepted","Steindachner, 1876","Eukaryota","Chordata","Teleostei","Characiformes","Curimatidae","Curimatopsis","1","0",NA,NA
"5011","OR884434","Curimatopsis","genus",NA,"Curimatopsis sp. USNM FISH 448801","Curimatopsis","Curimatopsis",268911,"accepted","Steindachner, 1876","Eukaryota","Chordata","Teleostei","Characiformes","Curimatidae","Curimatopsis","1","0",NA,NA
"5012","JN712191","Diapoma uruguayense","species",NA,"Cyanocharax uruguayensis","Cyanocharax uruguayensis","Cyanocharax uruguayensis",1524769,"unaccepted","(Messner, 1962)","Eukaryota","Chordata","Teleostei","Characiformes","Stevardiidae","Cyanocharax","1","0",NA,NA
