"","accession","found_taxa","rank","common_name","taxa_verbatim","ncbi_sp","worms_match","worms_aphiaid","status","valid_authority","kingdom","phylum","class","order","family","genus","freshwater_only","terrestrial_only","hybrid","ncbi_taxonomy_2"
"48882","HQ675500","gamma proteobacterium SCGC AAA008-C14","outgroup","Bacteria","gamma proteobacterium SCGC AAA008-C14",NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Gammaproteobacteria",NA,NA,NA,NA,NA,NA,NA
"48883","KY194415","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48884","KR072759","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48885","MG876579","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48886","MG876164","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48887","MG875738","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48888","MH077300","uncultured Gammaproteobacteria bacterium","outgroup","Bacteria","uncultured Gammaproteobacteria bacterium",NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Gammaproteobacteria",NA,NA,NA,NA,NA,NA,NA
"48889","MH077196","uncultured Gammaproteobacteria bacterium","outgroup","Bacteria","uncultured Gammaproteobacteria bacterium",NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Gammaproteobacteria",NA,NA,NA,NA,NA,NA,NA
"48890","MH076792","uncultured Gammaproteobacteria bacterium","outgroup","Bacteria","uncultured Gammaproteobacteria bacterium",NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Gammaproteobacteria",NA,NA,NA,NA,NA,NA,NA
"48891","MH075618","uncultured Gammaproteobacteria bacterium","outgroup","Bacteria","uncultured Gammaproteobacteria bacterium",NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Gammaproteobacteria",NA,NA,NA,NA,NA,NA,NA
"48892","MH075075","uncultured Gammaproteobacteria bacterium","outgroup","Bacteria","uncultured Gammaproteobacteria bacterium",NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Gammaproteobacteria",NA,NA,NA,NA,NA,NA,NA
"48893","JX530772","uncultured SAR86 cluster bacterium","outgroup","Bacteria","uncultured SAR86 cluster bacterium",NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Gammaproteobacteria",NA,NA,NA,NA,NA,NA,NA
"48894","MG875967","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48895","MH075067","uncultured Gammaproteobacteria bacterium","outgroup","Bacteria","uncultured Gammaproteobacteria bacterium",NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Gammaproteobacteria",NA,NA,NA,NA,NA,NA,NA
"48896","MH077420","uncultured Gammaproteobacteria bacterium","outgroup","Bacteria","uncultured Gammaproteobacteria bacterium",NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Gammaproteobacteria",NA,NA,NA,NA,NA,NA,NA
"48897","KX427598","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48898","MH076933","uncultured Gammaproteobacteria bacterium","outgroup","Bacteria","uncultured Gammaproteobacteria bacterium",NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Gammaproteobacteria",NA,NA,NA,NA,NA,NA,NA
"48899","MH077007","uncultured Gammaproteobacteria bacterium","outgroup","Bacteria","uncultured Gammaproteobacteria bacterium",NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Gammaproteobacteria",NA,NA,NA,NA,NA,NA,NA
"48900","KY194477","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48901","MH075997","uncultured Gammaproteobacteria bacterium","outgroup","Bacteria","uncultured Gammaproteobacteria bacterium",NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Gammaproteobacteria",NA,NA,NA,NA,NA,NA,NA
"48902","MH075749","uncultured Gammaproteobacteria bacterium","outgroup","Bacteria","uncultured Gammaproteobacteria bacterium",NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Gammaproteobacteria",NA,NA,NA,NA,NA,NA,NA
"48903","MH076341","uncultured Gammaproteobacteria bacterium","outgroup","Bacteria","uncultured Gammaproteobacteria bacterium",NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Gammaproteobacteria",NA,NA,NA,NA,NA,NA,NA
"48904","MH075745","uncultured Gammaproteobacteria bacterium","outgroup","Bacteria","uncultured Gammaproteobacteria bacterium",NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Gammaproteobacteria",NA,NA,NA,NA,NA,NA,NA
"48905","MH074994","uncultured Gammaproteobacteria bacterium","outgroup","Bacteria","uncultured Gammaproteobacteria bacterium",NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Gammaproteobacteria",NA,NA,NA,NA,NA,NA,NA
"48906","MH075654","uncultured Gammaproteobacteria bacterium","outgroup","Bacteria","uncultured Gammaproteobacteria bacterium",NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Gammaproteobacteria",NA,NA,NA,NA,NA,NA,NA
"48907","KX426518","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48908","KX935374","uncultured marine bacterium","outgroup","Bacteria","uncultured marine bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48909","KX935367","uncultured marine bacterium","outgroup","Bacteria","uncultured marine bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48910","KP639094","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48911","KP638917","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48912","HG819048","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48913","KX935369","uncultured marine bacterium","outgroup","Bacteria","uncultured marine bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48914","KU937409","uncultured marine bacterium","outgroup","Bacteria","uncultured marine bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48915","JN986456","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48916","KU898245","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48917","KC002428","unidentified marine bacterioplankton","outgroup","Bacteria","unidentified marine bacterioplankton",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48918","JF488590","gamma proteobacterium SCGC AAA160-L13","outgroup","Bacteria","gamma proteobacterium SCGC AAA160-L13",NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Gammaproteobacteria",NA,NA,NA,NA,NA,NA,NA
"48919","KC002424","unidentified marine bacterioplankton","outgroup","Bacteria","unidentified marine bacterioplankton",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48920","KF786504","uncultured Gammaproteobacteria bacterium","outgroup","Bacteria","uncultured Gammaproteobacteria bacterium",NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Gammaproteobacteria",NA,NA,NA,NA,NA,NA,NA
"48921","MT775179","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48922","KC001891","unidentified marine bacterioplankton","outgroup","Bacteria","unidentified marine bacterioplankton",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48923","EU361711","uncultured SAR156 cluster gamma proteobacterium","outgroup","Bacteria","uncultured SAR156 cluster gamma proteobacterium",NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Gammaproteobacteria",NA,NA,NA,NA,NA,NA,NA
"48924","JN166172","uncultured marine microorganism","outgroup","Unknown organism","uncultured marine microorganism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48925","EU361710","uncultured SAR156 cluster gamma proteobacterium","outgroup","Bacteria","uncultured SAR156 cluster gamma proteobacterium",NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Gammaproteobacteria",NA,NA,NA,NA,NA,NA,NA
"48926","EU361709","uncultured SAR156 cluster gamma proteobacterium","outgroup","Bacteria","uncultured SAR156 cluster gamma proteobacterium",NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Gammaproteobacteria",NA,NA,NA,NA,NA,NA,NA
"48927","HQ242087","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48928","GU061825","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48929","EU805085","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48930","EU361702","uncultured SAR156 cluster gamma proteobacterium","outgroup","Bacteria","uncultured SAR156 cluster gamma proteobacterium",NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Gammaproteobacteria",NA,NA,NA,NA,NA,NA,NA
"48931","EU394553","uncultured Gammaproteobacteria bacterium","outgroup","Bacteria","uncultured Gammaproteobacteria bacterium",NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Gammaproteobacteria",NA,NA,NA,NA,NA,NA,NA
"48932","EU800035","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48933","EU799963","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48934","AM748252","uncultured Gammaproteobacteria bacterium","outgroup","Bacteria","uncultured Gammaproteobacteria bacterium",NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Gammaproteobacteria",NA,NA,NA,NA,NA,NA,NA
"48935","EF575184","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48936","EF574613","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48937","EF572581","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48938","EF572443","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48939","DQ810494","uncultured Gammaproteobacteria bacterium","outgroup","Bacteria","uncultured Gammaproteobacteria bacterium",NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Gammaproteobacteria",NA,NA,NA,NA,NA,NA,NA
"48940","EF572127","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48941","DQ187832","uncultured Gammaproteobacteria bacterium","outgroup","Bacteria","uncultured Gammaproteobacteria bacterium",NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Gammaproteobacteria",NA,NA,NA,NA,NA,NA,NA
"48942","AB703846","uncultured Gammaproteobacteria bacterium","outgroup","Bacteria","uncultured Gammaproteobacteria bacterium",NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Gammaproteobacteria",NA,NA,NA,NA,NA,NA,NA
"48943","KU578493","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48944","AB703798","uncultured Gammaproteobacteria bacterium","outgroup","Bacteria","uncultured Gammaproteobacteria bacterium",NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Gammaproteobacteria",NA,NA,NA,NA,NA,NA,NA
"48945","EF572018","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48946","AY907767","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48947","MH077493","uncultured Gammaproteobacteria bacterium","outgroup","Bacteria","uncultured Gammaproteobacteria bacterium",NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Gammaproteobacteria",NA,NA,NA,NA,NA,NA,NA
"48948","MG875711","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48949","MH077374","uncultured Gammaproteobacteria bacterium","outgroup","Bacteria","uncultured Gammaproteobacteria bacterium",NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Gammaproteobacteria",NA,NA,NA,NA,NA,NA,NA
"48950","FJ930923","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48951","MH077193","uncultured Gammaproteobacteria bacterium","outgroup","Bacteria","uncultured Gammaproteobacteria bacterium",NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Gammaproteobacteria",NA,NA,NA,NA,NA,NA,NA
"48952","MH076969","uncultured Gammaproteobacteria bacterium","outgroup","Bacteria","uncultured Gammaproteobacteria bacterium",NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Gammaproteobacteria",NA,NA,NA,NA,NA,NA,NA
"48953","MH076915","uncultured Gammaproteobacteria bacterium","outgroup","Bacteria","uncultured Gammaproteobacteria bacterium",NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Gammaproteobacteria",NA,NA,NA,NA,NA,NA,NA
"48954","MH076906","uncultured Gammaproteobacteria bacterium","outgroup","Bacteria","uncultured Gammaproteobacteria bacterium",NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Gammaproteobacteria",NA,NA,NA,NA,NA,NA,NA
"48955","MH076722","uncultured Gammaproteobacteria bacterium","outgroup","Bacteria","uncultured Gammaproteobacteria bacterium",NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Gammaproteobacteria",NA,NA,NA,NA,NA,NA,NA
"48956","MH076191","uncultured Gammaproteobacteria bacterium","outgroup","Bacteria","uncultured Gammaproteobacteria bacterium",NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Gammaproteobacteria",NA,NA,NA,NA,NA,NA,NA
"48957","MH076106","uncultured Gammaproteobacteria bacterium","outgroup","Bacteria","uncultured Gammaproteobacteria bacterium",NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Gammaproteobacteria",NA,NA,NA,NA,NA,NA,NA
"48958","MH075973","uncultured Gammaproteobacteria bacterium","outgroup","Bacteria","uncultured Gammaproteobacteria bacterium",NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Gammaproteobacteria",NA,NA,NA,NA,NA,NA,NA
"48959","MH076485","uncultured Gammaproteobacteria bacterium","outgroup","Bacteria","uncultured Gammaproteobacteria bacterium",NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Gammaproteobacteria",NA,NA,NA,NA,NA,NA,NA
"48960","MH075685","uncultured Gammaproteobacteria bacterium","outgroup","Bacteria","uncultured Gammaproteobacteria bacterium",NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Gammaproteobacteria",NA,NA,NA,NA,NA,NA,NA
"48961","MH075637","uncultured Gammaproteobacteria bacterium","outgroup","Bacteria","uncultured Gammaproteobacteria bacterium",NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Gammaproteobacteria",NA,NA,NA,NA,NA,NA,NA
"48962","MH076108","uncultured Gammaproteobacteria bacterium","outgroup","Bacteria","uncultured Gammaproteobacteria bacterium",NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Gammaproteobacteria",NA,NA,NA,NA,NA,NA,NA
"48963","LC193054","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48964","MH075071","uncultured Gammaproteobacteria bacterium","outgroup","Bacteria","uncultured Gammaproteobacteria bacterium",NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Gammaproteobacteria",NA,NA,NA,NA,NA,NA,NA
"48965","LC193039","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48966","LC193105","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48967","KX935379","uncultured marine bacterium","outgroup","Bacteria","uncultured marine bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48968","KX935380","uncultured marine bacterium","outgroup","Bacteria","uncultured marine bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48969","KU578366","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48970","LC138440","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48971","KX935364","uncultured marine bacterium","outgroup","Bacteria","uncultured marine bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48972","KP638953","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48973","KM223105","uncultured marine bacterium","outgroup","Bacteria","uncultured marine bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48974","KX935363","uncultured marine bacterium","outgroup","Bacteria","uncultured marine bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48975","KX935372","uncultured marine bacterium","outgroup","Bacteria","uncultured marine bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48976","AB974156","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48977","JQ194893","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48978","JQ198071","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48979","AB974128","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48980","AB974045","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48981","KF786579","uncultured Gammaproteobacteria bacterium","outgroup","Bacteria","uncultured Gammaproteobacteria bacterium",NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Gammaproteobacteria",NA,NA,NA,NA,NA,NA,NA
"48982","MT775188","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48983","KC002434","unidentified marine bacterioplankton","outgroup","Bacteria","unidentified marine bacterioplankton",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48984","JQ515485","uncultured Gammaproteobacteria bacterium","outgroup","Bacteria","uncultured Gammaproteobacteria bacterium",NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Gammaproteobacteria",NA,NA,NA,NA,NA,NA,NA
"48985","MT775296","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48986","JX017050","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48987","GU204584","uncultured marine bacterium","outgroup","Bacteria","uncultured marine bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48988","JN233056","uncultured SAR86 cluster bacterium","outgroup","Bacteria","uncultured SAR86 cluster bacterium",NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Gammaproteobacteria",NA,NA,NA,NA,NA,NA,NA
"48989","GQ385742","uncultured marine bacterium","outgroup","Bacteria","uncultured marine bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48990","GU319420","uncultured marine bacterium","outgroup","Bacteria","uncultured marine bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48991","GU204323","uncultured marine bacterium","outgroup","Bacteria","uncultured marine bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48992","EU394592","uncultured Gammaproteobacteria bacterium","outgroup","Bacteria","uncultured Gammaproteobacteria bacterium",NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Gammaproteobacteria",NA,NA,NA,NA,NA,NA,NA
"48993","EU091985","uncultured marine bacterium","outgroup","Bacteria","uncultured marine bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48994","DQ436681","uncultured Gammaproteobacteria bacterium","outgroup","Bacteria","uncultured Gammaproteobacteria bacterium",NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Gammaproteobacteria",NA,NA,NA,NA,NA,NA,NA
"48995","FJ826023","uncultured marine bacterium","outgroup","Bacteria","uncultured marine bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48996","AY664052","uncultured Gammaproteobacteria bacterium","outgroup","Bacteria","uncultured Gammaproteobacteria bacterium",NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Gammaproteobacteria",NA,NA,NA,NA,NA,NA,NA
"48997","FJ745129","uncultured Gammaproteobacteria bacterium","outgroup","Bacteria","uncultured Gammaproteobacteria bacterium",NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Gammaproteobacteria",NA,NA,NA,NA,NA,NA,NA
"48998","AY663990","uncultured Gammaproteobacteria bacterium","outgroup","Bacteria","uncultured Gammaproteobacteria bacterium",NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Gammaproteobacteria",NA,NA,NA,NA,NA,NA,NA
"48999","FJ825908","uncultured marine bacterium","outgroup","Bacteria","uncultured marine bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49000","MH075930","uncultured Gammaproteobacteria bacterium","outgroup","Bacteria","uncultured Gammaproteobacteria bacterium",NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Gammaproteobacteria",NA,NA,NA,NA,NA,NA,NA
"49001","AY663989","uncultured Gammaproteobacteria bacterium","outgroup","Bacteria","uncultured Gammaproteobacteria bacterium",NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Gammaproteobacteria",NA,NA,NA,NA,NA,NA,NA
"49002","LC087475","uncultured Gammaproteobacteria bacterium","outgroup","Bacteria","uncultured Gammaproteobacteria bacterium",NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Gammaproteobacteria",NA,NA,NA,NA,NA,NA,NA
"49003","AF406525","uncultured Gammaproteobacteria bacterium","outgroup","Bacteria","uncultured Gammaproteobacteria bacterium",NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Gammaproteobacteria",NA,NA,NA,NA,NA,NA,NA
"49004","MH077496","uncultured Gammaproteobacteria bacterium","outgroup","Bacteria","uncultured Gammaproteobacteria bacterium",NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Gammaproteobacteria",NA,NA,NA,NA,NA,NA,NA
"49005","MH074985","uncultured Gammaproteobacteria bacterium","outgroup","Bacteria","uncultured Gammaproteobacteria bacterium",NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Gammaproteobacteria",NA,NA,NA,NA,NA,NA,NA
"49006","MH074978","uncultured Gammaproteobacteria bacterium","outgroup","Bacteria","uncultured Gammaproteobacteria bacterium",NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Gammaproteobacteria",NA,NA,NA,NA,NA,NA,NA
"49007","AY907821","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49008","KY241543","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49009","KY194690","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49010","KX427617","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49011","KY193986","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49012","KX426523","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49013","KX935587","uncultured marine bacterium","outgroup","Bacteria","uncultured marine bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49014","KX935381","uncultured marine bacterium","outgroup","Bacteria","uncultured marine bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49015","KX935375","uncultured marine bacterium","outgroup","Bacteria","uncultured marine bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
