accepted_name,verbatim_name,taxonomic_status,species,taxon_rank,class,order,family,genus,is_marine,is_brackish,is_freshwater,taxon_id,ncbi_id,region
Menticirrhus undulatus,Menticirrhus undulatus,accepted,Menticirrhus undulatus,species,Teleostei,Eupercaria incertae sedis,Sciaenidae,Menticirrhus,TRUE,FALSE,FALSE,276150,320396,California Current
Prionotus birostratus,Prionotus birostratus,accepted,Prionotus birostratus,species,Teleostei,Perciformes,Triglidae,Prionotus,TRUE,FALSE,FALSE,276280,NA,California Current
Eucinostomus currani,Eucinostomus currani,accepted,Eucinostomus currani,species,Teleostei,Eupercaria incertae sedis,Gerreidae,Eucinostomus,TRUE,TRUE,TRUE,276416,689953,California Current
Lutjanus peru,Lutjanus peru,accepted,Lutjanus peru,species,Teleostei,Eupercaria incertae sedis,Lutjanidae,Lutjanus,TRUE,FALSE,FALSE,276546,290247,California Current
Atherinella nepenthe,Atherinella nepenthe,accepted,Atherinella nepenthe,species,Teleostei,Atheriniformes,Atherinopsidae,Atherinella,TRUE,FALSE,FALSE,279803,NA,California Current
Fodiator acutus,Fodiator acutus,accepted,Fodiator acutus,species,Teleostei,Beloniformes,Exocoetidae,Fodiator,TRUE,TRUE,FALSE,280791,293911,California Current
Labrisomus xanti,Labrisomus xanti,accepted,Labrisomus xanti,species,Teleostei,Blenniiformes,Labrisomidae,Labrisomus,TRUE,FALSE,FALSE,281266,57817,California Current
Paraclinus magdalenae,Paraclinus magdalenae,accepted,Paraclinus magdalenae,species,Teleostei,Blenniiformes,Labrisomidae,Paraclinus,TRUE,FALSE,FALSE,282026,NA,California Current
Prionurus punctatus,Prionurus punctatus,accepted,Prionurus punctatus,species,Teleostei,Acanthuriformes,Acanthuridae,Prionurus,TRUE,FALSE,FALSE,282349,1316016,California Current
Zesticelus profundorum,Zesticelus profundorum,accepted,Zesticelus profundorum,species,Teleostei,Perciformes,Cottidae,Zesticelus,TRUE,FALSE,FALSE,283218,740938,California Current
Lampanyctus niger,Lampanyctus niger,accepted,Lampanyctus niger,species,Teleostei,Myctophiformes,Myctophidae,Lampanyctus,TRUE,FALSE,FALSE,301537,3041308,California Current
Rondeletia loricata,Rondeletia loricata,accepted,Rondeletia loricata,species,Teleostei,Beryciformes,Rondeletiidae,Rondeletia,TRUE,FALSE,FALSE,126412,88713,California Current
Rouleina attrita,Rouleina attrita,accepted,Rouleina attrita,species,Teleostei,Alepocephaliformes,Alepocephalidae,Rouleina,TRUE,FALSE,FALSE,126709,700664,California Current
Macroramphosus scolopax,Macroramphosus scolopax,accepted,Macroramphosus scolopax,species,Teleostei,Syngnathiformes,Centriscidae,Macroramphosus,TRUE,FALSE,FALSE,127378,206124,California Current
Gigantura indica,Gigantura indica,accepted,Gigantura indica,species,Teleostei,Aulopiformes,Giganturidae,Gigantura,TRUE,FALSE,FALSE,158858,172117,California Current
Myoxocephalus octodecemspinosus,Myoxocephalus octodecemspinosus,accepted,Myoxocephalus octodecemspinosus,species,Teleostei,Perciformes,Cottidae,Myoxocephalus,TRUE,TRUE,FALSE,159520,68557,California Current
Stichaeus punctatus,Stichaeus punctatus,accepted,Stichaeus punctatus,species,Teleostei,Perciformes,Stichaeidae,Stichaeus,TRUE,FALSE,FALSE,159819,980344,California Current
Lycodes brevipes,Lycodes brevipes,accepted,Lycodes brevipes,species,Teleostei,Perciformes,Zoarcidae,Lycodes,TRUE,FALSE,FALSE,254595,433387,California Current
Ophichthus triserialis,Ophichthus triserialis,accepted,Ophichthus triserialis,species,Teleostei,Anguilliformes,Ophichthidae,Ophichthus,TRUE,FALSE,FALSE,271987,875770,California Current
Dolichopteryx parini,Dolichopteryx parini,accepted,Dolichopteryx parini,species,Teleostei,Argentiniformes,Opisthoproctidae,Dolichopteryx,TRUE,FALSE,FALSE,272937,NA,California Current
Apogon guadalupensis,Apogon guadalupensis,accepted,Apogon guadalupensis,species,Teleostei,Kurtiformes,Apogonidae,Apogon,TRUE,FALSE,FALSE,273016,875792,California Current
Decapterus muroadsi,Decapterus muroadsi,accepted,Decapterus muroadsi,species,Teleostei,Carangiformes,Carangidae,Decapterus,TRUE,FALSE,FALSE,273279,492021,California Current
Sebastes gilli,Sebastes gilli,accepted,Sebastes gilli,species,Teleostei,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274796,72077,California Current
Heterodontus mexicanus,Heterodontus mexicanus,accepted,Heterodontus mexicanus,species,Elasmobranchii,Heterodontiformes,Heterodontidae,Heterodontus,TRUE,FALSE,FALSE,276697,1072509,California Current
Bathygobius ramosus,Bathygobius ramosus,accepted,Bathygobius ramosus,species,Teleostei,Gobiiformes,Gobiidae,Bathygobius,TRUE,FALSE,FALSE,277636,863441,California Current
Lycodapus psarostomatus,Lycodapus psarostomatus,accepted,Lycodapus psarostomatus,species,Teleostei,Perciformes,Zoarcidae,Lycodapus,TRUE,FALSE,FALSE,279395,NA,California Current
Hypomesus transpacificus,Hypomesus transpacificus,accepted,Hypomesus transpacificus,species,Teleostei,Osmeriformes,Osmeridae,Hypomesus,FALSE,TRUE,TRUE,279423,137520,California Current
Borophryne apogon,Borophryne apogon,accepted,Borophryne apogon,species,Teleostei,Lophiiformes,Linophrynidae,Borophryne,TRUE,FALSE,FALSE,279941,NA,California Current
Megachasma pelagios,Megachasma pelagios,accepted,Megachasma pelagios,species,Elasmobranchii,Lamniformes,Megachasmidae,Megachasma,TRUE,FALSE,FALSE,281542,57985,California Current
Radulinus boleoides,Radulinus boleoides,accepted,Radulinus boleoides,species,Teleostei,Perciformes,Cottidae,Radulinus,TRUE,FALSE,FALSE,282542,980343,California Current
Tarletonbeania taylori,Tarletonbeania taylori,accepted,Tarletonbeania taylori,species,Teleostei,Myctophiformes,Myctophidae,Tarletonbeania,TRUE,FALSE,FALSE,282928,123347,California Current
Xenomystax atrarius,Xenomystax atrarius,accepted,Xenomystax atrarius,species,Teleostei,Anguilliformes,Congridae,Xenomystax,TRUE,FALSE,FALSE,283188,2048767,California Current
Zameus squamulosus,Zameus squamulosus,accepted,Zameus squamulosus,species,Elasmobranchii,Squaliformes,Somniosidae,Zameus,TRUE,FALSE,FALSE,283206,335010,California Current
Mola tecta,Mola tecta,accepted,Mola tecta,species,Teleostei,Tetraodontiformes,Molidae,Mola,TRUE,FALSE,FALSE,1042750,2005067,California Current
Diaphus rafinesquii,Diaphus rafinesquii,accepted,Diaphus rafinesquii,species,Teleostei,Myctophiformes,Myctophidae,Diaphus,TRUE,FALSE,FALSE,126596,473310,California Current
Platytroctes apus,Platytroctes apus,accepted,Platytroctes apus,species,Teleostei,Alepocephaliformes,Platytroctidae,Platytroctes,TRUE,FALSE,FALSE,126746,170202,California Current
Lepomis gibbosus,Lepomis gibbosus,accepted,Lepomis gibbosus,species,Teleostei,Centrarchiformes,Centrarchidae,Lepomis,FALSE,TRUE,TRUE,151290,270329,California Current
Eucinostomus argenteus,Eucinostomus argenteus,accepted,Eucinostomus argenteus,species,Teleostei,Eupercaria incertae sedis,Gerreidae,Eucinostomus,TRUE,TRUE,TRUE,159732,320605,California Current
Benthodesmus tenuis,Benthodesmus tenuis,accepted,Benthodesmus tenuis,species,Teleostei,Scombriformes,Trichiuridae,Benthodesmus,TRUE,FALSE,FALSE,159834,1219340,California Current
Echinorhinus cookei,Echinorhinus cookei,accepted,Echinorhinus cookei,species,Elasmobranchii,Echinorhiniformes,Echinorhinidae,Echinorhinus,TRUE,FALSE,FALSE,271656,7834,California Current
Himantolophus sagamius,Himantolophus sagamius,accepted,Himantolophus sagamius,species,Teleostei,Lophiiformes,Himantolophidae,Himantolophus,TRUE,FALSE,FALSE,272586,314234,California Current
Trachinotus paitensis,Trachinotus paitensis,accepted,Trachinotus paitensis,species,Teleostei,Carangiformes,Carangidae,Trachinotus,TRUE,FALSE,FALSE,273296,875781,California Current
Chaetodon humeralis,Chaetodon humeralis,accepted,Chaetodon humeralis,species,Teleostei,Acanthuriformes,Chaetodontidae,Chaetodon,TRUE,FALSE,FALSE,273343,603439,California Current
Lycenchelys monstrosa,Lycenchelys monstrosa,accepted,Lycenchelys monstrosa,species,Teleostei,Perciformes,Zoarcidae,Lycenchelys,TRUE,FALSE,FALSE,274074,NA,California Current
Paraliparis nassarum,Paraliparis nassarum,accepted,Paraliparis nassarum,species,Teleostei,Perciformes,Liparidae,Paraliparis,TRUE,FALSE,FALSE,274601,NA,California Current
Zenopsis nebulosa,Zenopsis nebulosa,accepted,Zenopsis nebulosa,species,Teleostei,Zeiformes,Zeidae,Zenopsis,TRUE,FALSE,FALSE,275302,94939,California Current
Narcine entemedor,Narcine entemedor,accepted,Narcine entemedor,species,Elasmobranchii,Torpediniformes,Narcinidae,Narcine,TRUE,FALSE,FALSE,275389,1213697,California Current
Orthopristis cantharinus,Orthopristis cantharinus,accepted,Orthopristis cantharinus,species,Teleostei,Eupercaria incertae sedis,Haemulidae,Orthopristis,TRUE,FALSE,FALSE,275740,2070695,California Current
Calamus brachysomus,Calamus brachysomus,accepted,Calamus brachysomus,species,Teleostei,Eupercaria incertae sedis,Sparidae,Calamus,TRUE,FALSE,FALSE,275967,320621,California Current
Strongylura exilis,Strongylura exilis,accepted,Strongylura exilis,species,Teleostei,Beloniformes,Belonidae,Strongylura,TRUE,TRUE,TRUE,275978,129062,California Current
Cynoscion reticulatus,Cynoscion reticulatus,accepted,Cynoscion reticulatus,species,Teleostei,Eupercaria incertae sedis,Sciaenidae,Cynoscion,TRUE,TRUE,FALSE,276088,666529,California Current
Coryphopterus urospilus,Coryphopterus urospilus,accepted,Coryphopterus urospilus,species,Teleostei,Gobiiformes,Gobiidae,Coryphopterus,TRUE,FALSE,FALSE,276435,151720,California Current
Gobiosoma paradoxum,Gobiosoma paradoxum,accepted,Gobiosoma paradoxum,species,Teleostei,Gobiiformes,Gobiidae,Gobiosoma,TRUE,TRUE,FALSE,276513,203310,California Current
Lutjanus argentiventris,Lutjanus argentiventris,accepted,Lutjanus argentiventris,species,Teleostei,Eupercaria incertae sedis,Lutjanidae,Lutjanus,TRUE,TRUE,FALSE,276524,319431,California Current
Esselenichthys carli,Esselenichthys carli,accepted,Esselenichthys carli,species,Teleostei,Perciformes,Stichaeidae,Esselenichthys,TRUE,FALSE,FALSE,280718,320406,California Current
Kasatkia seigeli,Kasatkia seigeli,accepted,Kasatkia seigeli,species,Teleostei,Perciformes,Stichaeidae,Kasatkia,TRUE,FALSE,FALSE,281215,320408,California Current
Tomicodon boehlkei,Tomicodon boehlkei,accepted,Tomicodon boehlkei,species,Teleostei,Gobiesociformes,Gobiesocidae,Tomicodon,TRUE,FALSE,FALSE,282987,1986055,California Current
Zapteryx exasperata,Zapteryx exasperata,accepted,Zapteryx exasperata,species,Elasmobranchii,Rhinopristiformes,Trygonorrhinidae,Zapteryx,TRUE,FALSE,FALSE,283213,540279,California Current
Careproctus gilberti,Careproctus gilberti,accepted,Careproctus gilberti,species,Teleostei,Perciformes,Liparidae,Careproctus,TRUE,FALSE,FALSE,367288,NA,California Current
Genioliparis ferox,Genioliparis ferox,accepted,Genioliparis ferox,species,Teleostei,Perciformes,Liparidae,Genioliparis,TRUE,FALSE,FALSE,398466,NA,California Current
Regalecus russellii,Regalecus russellii,accepted,Regalecus russellii,species,Teleostei,Lampriformes,Regalecidae,Regalecus,TRUE,FALSE,FALSE,400491,1206991,California Current
Sebastes alutus,Sebastes alutus,accepted,Sebastes alutus,species,Teleostei,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,254573,72055,Subarctic Pacific
Sebastolobus alascanus,Sebastolobus alascanus,accepted,Sebastolobus alascanus,species,Teleostei,Perciformes,Sebastidae,Sebastolobus,TRUE,FALSE,FALSE,282740,72110,Subarctic Pacific
Atheresthes stomias,Atheresthes stomias,accepted,Atheresthes stomias,species,Teleostei,Pleuronectiformes,Pleuronectidae,Atheresthes,TRUE,FALSE,FALSE,279792,428034,Subarctic Pacific
Glyptocephalus zachirus,Glyptocephalus zachirus,accepted,Glyptocephalus zachirus,species,Teleostei,Pleuronectiformes,Pleuronectidae,Glyptocephalus,TRUE,FALSE,FALSE,274287,195612,Subarctic Pacific
Microstomus pacificus,Microstomus pacificus,accepted,Microstomus pacificus,species,Teleostei,Pleuronectiformes,Pleuronectidae,Microstomus,TRUE,FALSE,FALSE,274294,89058,Subarctic Pacific
Sebastes zacentrus,Sebastes zacentrus,accepted,Sebastes zacentrus,species,Teleostei,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274869,72108,Subarctic Pacific
Anoplopoma fimbria,Anoplopoma fimbria,accepted,Anoplopoma fimbria,species,Teleostei,Perciformes,Anoplopomatidae,Anoplopoma,TRUE,FALSE,FALSE,159463,229290,Subarctic Pacific
Sebastes brevispinis,Sebastes brevispinis,accepted,Sebastes brevispinis,species,Teleostei,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274778,72060,Subarctic Pacific
Sebastes ruberrimus,Sebastes ruberrimus,accepted,Sebastes ruberrimus,species,Teleostei,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274844,72098,Subarctic Pacific
Sebastes babcocki,Sebastes babcocki,accepted,Sebastes babcocki,species,Teleostei,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274775,72059,Subarctic Pacific
Gadus chalcogrammus,Gadus chalcogrammus,accepted,Gadus chalcogrammus,species,Teleostei,Gadiformes,Gadidae,Gadus,TRUE,TRUE,FALSE,300735,1042646,Subarctic Pacific
Merluccius productus,Merluccius productus,accepted,Merluccius productus,species,Teleostei,Gadiformes,Merlucciidae,Merluccius,TRUE,TRUE,FALSE,272458,89952,Subarctic Pacific
Sebastes helvomaculatus,Sebastes helvomaculatus,accepted,Sebastes helvomaculatus,species,Teleostei,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274799,72079,Subarctic Pacific
Sebastes proriger,Sebastes proriger,accepted,Sebastes proriger,species,Teleostei,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274838,394703,Subarctic Pacific
Gadus macrocephalus,Gadus macrocephalus,accepted,Gadus macrocephalus,species,Teleostei,Gadiformes,Gadidae,Gadus,TRUE,TRUE,FALSE,254538,80720,Subarctic Pacific
Hydrolagus colliei,Hydrolagus colliei,accepted,Hydrolagus colliei,species,Holocephali,Chimaeriformes,Chimaeridae,Hydrolagus,TRUE,FALSE,FALSE,271406,7873,Subarctic Pacific
Sebastes reedi,Sebastes reedi,accepted,Sebastes reedi,species,Teleostei,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274840,394704,Subarctic Pacific
Sebastes elongatus,Sebastes elongatus,accepted,Sebastes elongatus,species,Teleostei,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274788,72070,Subarctic Pacific
Sebastes diploproa,Sebastes diploproa,accepted,Sebastes diploproa,species,Teleostei,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274787,72069,Subarctic Pacific
Hippoglossus stenolepis,Hippoglossus stenolepis,accepted,Hippoglossus stenolepis,species,Teleostei,Pleuronectiformes,Pleuronectidae,Hippoglossus,TRUE,FALSE,FALSE,274290,195615,Subarctic Pacific
Hippoglossoides elassodon,Hippoglossoides elassodon,accepted,Hippoglossoides elassodon,species,Teleostei,Pleuronectiformes,Pleuronectidae,Hippoglossoides,TRUE,FALSE,FALSE,274289,30945,Subarctic Pacific
Sebastolobus altivelis,Sebastolobus altivelis,accepted,Sebastolobus altivelis,species,Teleostei,Perciformes,Sebastidae,Sebastolobus,TRUE,FALSE,FALSE,282741,8110,Subarctic Pacific
Sebastes pinniger,Sebastes pinniger,accepted,Sebastes pinniger,species,Teleostei,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274836,72094,Subarctic Pacific
Lepidopsetta bilineata,Lepidopsetta bilineata,accepted,Lepidopsetta bilineata,species,Teleostei,Pleuronectiformes,Pleuronectidae,Lepidopsetta,TRUE,FALSE,FALSE,281305,195623,Subarctic Pacific
Sebastes flavidus,Sebastes flavidus,accepted,Sebastes flavidus,species,Teleostei,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274795,72076,Subarctic Pacific
Stenobrachius leucopsarus,Stenobrachius leucopsarus,accepted,Stenobrachius leucopsarus,species,Teleostei,Myctophiformes,Myctophidae,Stenobrachius,TRUE,FALSE,FALSE,254363,91658,Subarctic Pacific
Sebastes maliger,Sebastes maliger,accepted,Sebastes maliger,species,Teleostei,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274815,72084,Subarctic Pacific
Squalus suckleyi,Squalus suckleyi,accepted,Squalus suckleyi,species,Elasmobranchii,Squaliformes,Squalidae,Squalus,TRUE,TRUE,FALSE,299224,7798,Subarctic Pacific
Ophiodon elongatus,Ophiodon elongatus,accepted,Ophiodon elongatus,species,Teleostei,Perciformes,Hexagrammidae,Ophiodon,TRUE,FALSE,FALSE,240745,225387,Subarctic Pacific
Parophrys vetulus,Parophrys vetulus,accepted,Parophrys vetulus,species,Teleostei,Pleuronectiformes,Pleuronectidae,Parophrys,TRUE,FALSE,FALSE,254393,172659,Subarctic Pacific
Lyopsetta exilis,Lyopsetta exilis,accepted,Lyopsetta exilis,species,Teleostei,Pleuronectiformes,Pleuronectidae,Lyopsetta,TRUE,FALSE,FALSE,281452,195626,Subarctic Pacific
Eopsetta jordani,Eopsetta jordani,accepted,Eopsetta jordani,species,Teleostei,Pleuronectiformes,Pleuronectidae,Eopsetta,TRUE,FALSE,FALSE,280690,195609,Subarctic Pacific
Sebastes borealis,Sebastes borealis,accepted,Sebastes borealis,species,Teleostei,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274777,394687,Subarctic Pacific
Thaleichthys pacificus,Thaleichthys pacificus,accepted,Thaleichthys pacificus,species,Teleostei,Osmeriformes,Osmeridae,Thaleichthys,TRUE,TRUE,TRUE,282959,240832,Subarctic Pacific
Tarletonbeania crenularis,Tarletonbeania crenularis,accepted,Tarletonbeania crenularis,species,Teleostei,Myctophiformes,Myctophidae,Tarletonbeania,TRUE,FALSE,FALSE,282927,91660,Subarctic Pacific
Oncorhynchus keta,Oncorhynchus keta,accepted,Oncorhynchus keta,species,Teleostei,Salmoniformes,Salmonidae,Oncorhynchus,TRUE,TRUE,TRUE,127183,8018,Subarctic Pacific
Coryphaenoides acrolepis,Coryphaenoides acrolepis,accepted,Coryphaenoides acrolepis,species,Teleostei,Gadiformes,Macrouridae,Coryphaenoides,TRUE,FALSE,FALSE,272313,83390,Subarctic Pacific
Beringraja rhina,Beringraja rhina,accepted,Beringraja rhina,species,Elasmobranchii,Rajiformes,Rajidae,Beringraja,TRUE,FALSE,FALSE,1461133,2838338,Subarctic Pacific
Citharichthys sordidus,Citharichthys sordidus,accepted,Citharichthys sordidus,species,Teleostei,Pleuronectiformes,Paralichthyidae,Citharichthys,TRUE,FALSE,FALSE,275694,319774,Subarctic Pacific
Ammodytes hexapterus,Ammodytes hexapterus,accepted,Ammodytes hexapterus,species,Teleostei,Perciformes,Ammodytidae,Ammodytes,TRUE,TRUE,FALSE,254510,476914,Subarctic Pacific
Sebastes variegatus,Sebastes variegatus,accepted,Sebastes variegatus,species,Teleostei,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274863,72106,Subarctic Pacific
Oncorhynchus nerka,Oncorhynchus nerka,accepted,Oncorhynchus nerka,species,Teleostei,Salmoniformes,Salmonidae,Oncorhynchus,TRUE,TRUE,TRUE,254569,8023,Subarctic Pacific
Sebastes entomelas,Sebastes entomelas,accepted,Sebastes entomelas,species,Teleostei,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274791,72073,Subarctic Pacific
Sebastes crameri,Sebastes crameri,accepted,Sebastes crameri,species,Teleostei,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274785,72067,Subarctic Pacific
Coryphaenoides cinereus,Coryphaenoides cinereus,accepted,Coryphaenoides cinereus,species,Teleostei,Gadiformes,Macrouridae,Coryphaenoides,TRUE,FALSE,FALSE,272326,83391,Subarctic Pacific
Sebastes aleutianus,Sebastes aleutianus,accepted,Sebastes aleutianus,species,Teleostei,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274771,214485,Subarctic Pacific
