accepted_name,verbatim_name,taxonomic_status,species,taxon_rank,class,order,family,genus,is_marine,is_brackish,is_freshwater,taxon_id,ncbi_id,region
Cryptacanthodes giganteus,Cryptacanthodes giganteus,accepted,Cryptacanthodes giganteus,species,Teleostei,Perciformes,Cryptacanthodidae,Cryptacanthodes,TRUE,FALSE,FALSE,276392,433379,California Current
Chaunacops coloratus,Chaunacops coloratus,accepted,Chaunacops coloratus,species,Teleostei,Lophiiformes,Chaunacidae,Chaunacops,TRUE,FALSE,FALSE,280133,1197887,California Current
Urotrygon chilensis,Urotrygon chilensis,accepted,Urotrygon chilensis,species,Elasmobranchii,Myliobatiformes,Urotrygonidae,Urotrygon,TRUE,FALSE,FALSE,283115,2039248,California Current
Taractes asper,Taractes asper,accepted,Taractes asper,species,Teleostei,Scombriformes,Bramidae,Taractes,TRUE,FALSE,FALSE,126786,302046,California Current
Poromitra megalops,Poromitra megalops,accepted,Poromitra megalops,species,Teleostei,Beryciformes,Melamphaidae,Poromitra,TRUE,FALSE,FALSE,127274,473329,California Current
Venefica procera,Venefica procera,accepted,Venefica procera,species,Teleostei,Anguilliformes,Nettastomatidae,Venefica,TRUE,FALSE,FALSE,158593,1232747,California Current
Gymnura marmorata,Gymnura marmorata,accepted,Gymnura marmorata,species,Elasmobranchii,Myliobatiformes,Gymnuridae,Gymnura,TRUE,FALSE,FALSE,271479,86361,California Current
Facciolella equatorialis,Facciolella equatorialis,accepted,Facciolella equatorialis,species,Teleostei,Anguilliformes,Nettastomatidae,Facciolella,TRUE,FALSE,FALSE,271907,2488690,California Current
Synodus scituliceps,Synodus scituliceps,accepted,Synodus scituliceps,species,Teleostei,Aulopiformes,Synodontidae,Synodus,TRUE,FALSE,FALSE,272139,NA,California Current
Ophioblennius steindachneri,Ophioblennius steindachneri,accepted,Ophioblennius steindachneri,species,Teleostei,Blenniiformes,Blenniidae,Ophioblennius,TRUE,FALSE,FALSE,273126,57841,California Current
Citharichthys gilberti,Citharichthys gilberti,accepted,Citharichthys gilberti,species,Teleostei,Pleuronectiformes,Paralichthyidae,Citharichthys,TRUE,TRUE,TRUE,275688,644421,California Current
Coelorinchus scaphopsis,Coelorinchus scaphopsis,accepted,Coelorinchus scaphopsis,species,Teleostei,Gadiformes,Macrouridae,Coelorinchus,TRUE,FALSE,FALSE,280334,319433,California Current
Lythrypnus zebra,Lythrypnus zebra,accepted,Lythrypnus zebra,species,Teleostei,Gobiiformes,Gobiidae,Lythrypnus,TRUE,FALSE,FALSE,281472,320610,California Current
Pronotogrammus multifasciatus,Pronotogrammus multifasciatus,accepted,Pronotogrammus multifasciatus,species,Teleostei,Perciformes,Anthiadidae,Pronotogrammus,TRUE,FALSE,FALSE,282366,160740,California Current
Stylephorus chordatus,Stylephorus chordatus,accepted,Stylephorus chordatus,species,Teleostei,Stylephoriformes,Stylephoridae,Stylephorus,TRUE,FALSE,FALSE,126526,409996,California Current
Thunnus thynnus,Thunnus thynnus,accepted,Thunnus thynnus,species,Teleostei,Scombriformes,Scombridae,Thunnus,TRUE,TRUE,FALSE,127029,8237,California Current
Scopelogadus mizolepis,Scopelogadus mizolepis,accepted,Scopelogadus mizolepis,species,Teleostei,Beryciformes,Melamphaidae,Scopelogadus,TRUE,FALSE,FALSE,127279,143333,California Current
Carassius auratus,Carassius auratus,accepted,Carassius auratus,species,Teleostei,Cypriniformes,Cyprinidae,Carassius,FALSE,TRUE,TRUE,154298,7957,California Current
Cheilopogon spilonotopterus,Cheilopogon spilonotopterus,accepted,Cheilopogon spilonotopterus,species,Teleostei,Beloniformes,Exocoetidae,Cheilopogon,TRUE,FALSE,FALSE,272163,293914,California Current
Paraliparis paucidens,Paraliparis paucidens,accepted,Paraliparis paucidens,species,Teleostei,Perciformes,Liparidae,Paraliparis,TRUE,FALSE,FALSE,274603,557359,California Current
Sebastes eos,Sebastes eos,accepted,Sebastes eos,species,Teleostei,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274792,72074,California Current
Urobatis maculatus,Urobatis maculatus,accepted,Urobatis maculatus,species,Elasmobranchii,Myliobatiformes,Urotrygonidae,Urobatis,TRUE,FALSE,FALSE,283087,1213718,California Current
Bathysaurus mollis,Bathysaurus mollis,accepted,Bathysaurus mollis,species,Teleostei,Aulopiformes,Bathysauridae,Bathysaurus,TRUE,FALSE,FALSE,126370,1126214,California Current
Taaningichthys bathyphilus,Taaningichthys bathyphilus,accepted,Taaningichthys bathyphilus,species,Teleostei,Myctophiformes,Myctophidae,Taaningichthys,TRUE,FALSE,FALSE,126631,123249,California Current
Mugil cephalus,Mugil cephalus,accepted,Mugil cephalus,species,Teleostei,Mugiliformes,Mugilidae,Mugil,TRUE,TRUE,TRUE,126983,48193,California Current
Thunnus albacares,Thunnus albacares,accepted,Thunnus albacares,species,Teleostei,Scombriformes,Scombridae,Thunnus,TRUE,TRUE,FALSE,127027,8236,California Current
Diplophos taenia,Diplophos taenia,accepted,Diplophos taenia,species,Teleostei,Stomiiformes,Gonostomatidae,Diplophos,TRUE,FALSE,FALSE,127292,91975,California Current
Icelus spiniger,Icelus spiniger,accepted,Icelus spiniger,species,Teleostei,Perciformes,Cottidae,Icelus,TRUE,FALSE,FALSE,254525,557345,California Current
Diplectrum labarum,Diplectrum labarum,accepted,Diplectrum labarum,species,Teleostei,Perciformes,Serranidae,Diplectrum,TRUE,FALSE,FALSE,276180,NA,California Current
Chloroscombrus orqueta,Chloroscombrus orqueta,accepted,Chloroscombrus orqueta,species,Teleostei,Carangiformes,Carangidae,Chloroscombrus,TRUE,TRUE,FALSE,276245,173338,California Current
Lycodapus parviceps,Lycodapus parviceps,accepted,Lycodapus parviceps,species,Teleostei,Perciformes,Zoarcidae,Lycodapus,TRUE,FALSE,FALSE,279393,1772030,California Current
Malacocottus aleuticus,Malacocottus aleuticus,accepted,Malacocottus aleuticus,species,Teleostei,Perciformes,Psychrolutidae,Malacocottus,TRUE,FALSE,FALSE,279440,NA,California Current
Bertella idiomorpha,Bertella idiomorpha,accepted,Bertella idiomorpha,species,Teleostei,Lophiiformes,Oneirodidae,Bertella,TRUE,FALSE,FALSE,279907,242940,California Current
Seriphus politus,Seriphus politus,accepted,Seriphus politus,species,Teleostei,Eupercaria incertae sedis,Sciaenidae,Seriphus,TRUE,FALSE,FALSE,282761,515231,California Current
Paracaristius nudarcus,Paracaristius nudarcus,accepted,Paracaristius nudarcus,species,Teleostei,Scombriformes,Caristiidae,Paracaristius,TRUE,FALSE,FALSE,712726,2893499,California Current
Careproctus kamikawai,Careproctus kamikawai,accepted,Careproctus kamikawai,species,Teleostei,Perciformes,Liparidae,Careproctus,TRUE,FALSE,FALSE,834998,NA,California Current
Sebastes melanostictus,Sebastes melanostictus,accepted,Sebastes melanostictus,species,Teleostei,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,1015496,394695,California Current
Lampanyctus bristori,Lampanyctus bristori,accepted,Lampanyctus bristori,species,Teleostei,Myctophiformes,Myctophidae,Lampanyctus,TRUE,FALSE,FALSE,1525474,NA,California Current
Cetostoma regani,Cetostoma regani,accepted,Cetostoma regani,species,Teleostei,Beryciformes,Cetomimidae,Cetostoma,TRUE,FALSE,FALSE,126406,88671,California Current
Ceratoscopelus warmingii,Ceratoscopelus warmingii,accepted,Ceratoscopelus warmingii,species,Teleostei,Myctophiformes,Myctophidae,Ceratoscopelus,TRUE,FALSE,FALSE,126586,123251,California Current
Lampanyctus ater,Lampanyctus ater,accepted,Lampanyctus ater,species,Teleostei,Myctophiformes,Myctophidae,Lampanyctus,TRUE,FALSE,FALSE,126611,123504,California Current
Naucrates ductor,Naucrates ductor,accepted,Naucrates ductor,species,Teleostei,Carangiformes,Carangidae,Naucrates,TRUE,FALSE,FALSE,126811,875791,California Current
Flagellostomias boureei,Flagellostomias boureei,accepted,Flagellostomias boureei,species,Teleostei,Stomiiformes,Stomiidae,Flagellostomias,TRUE,FALSE,FALSE,127351,882833,California Current
Lestidium atlanticum,Lestidium atlanticum,accepted,Lestidium atlanticum,species,Teleostei,Aulopiformes,Paralepididae,Lestidium,TRUE,FALSE,FALSE,158871,172140,California Current
Stemonosudis elegans,Stemonosudis elegans,accepted,Stemonosudis elegans,species,Teleostei,Aulopiformes,Paralepididae,Stemonosudis,TRUE,FALSE,FALSE,220335,NA,California Current
Hirundichthys marginatus,Hirundichthys marginatus,accepted,Hirundichthys marginatus,species,Teleostei,Beloniformes,Exocoetidae,Hirundichthys,TRUE,FALSE,FALSE,272170,293903,California Current
Caranx caballus,Caranx caballus,accepted,Caranx caballus,species,Teleostei,Carangiformes,Carangidae,Caranx,TRUE,TRUE,FALSE,273271,173313,California Current
Scorpaena mystes,Scorpaena mystes,accepted,Scorpaena mystes,species,Teleostei,Perciformes,Scorpaenidae,Scorpaena,TRUE,FALSE,FALSE,274726,874434,California Current
Blepsias cirrhosus,Blepsias cirrhosus,accepted,Blepsias cirrhosus,species,Teleostei,Perciformes,Hemitripteridae,Blepsias,TRUE,FALSE,FALSE,279417,573213,California Current
Esselenichthys laurae,Esselenichthys laurae,accepted,Esselenichthys laurae,species,Teleostei,Perciformes,Stichaeidae,Esselenichthys,TRUE,FALSE,FALSE,280719,NA,California Current
Icelinus borealis,Icelinus borealis,accepted,Icelinus borealis,species,Teleostei,Perciformes,Cottidae,Icelinus,TRUE,FALSE,FALSE,281133,433388,California Current
Pachycara karenae,Pachycara karenae,accepted,Pachycara karenae,species,Teleostei,Perciformes,Zoarcidae,Pachycara,TRUE,FALSE,FALSE,834993,NA,California Current
Cookeolus japonicus,Cookeolus japonicus,accepted,Cookeolus japonicus,species,Teleostei,Eupercaria incertae sedis,Priacanthidae,Cookeolus,TRUE,FALSE,FALSE,127003,390314,California Current
Menidia beryllina,Menidia beryllina,accepted,Menidia beryllina,species,Teleostei,Atheriniformes,Atherinopsidae,Menidia,TRUE,TRUE,TRUE,159227,269057,California Current
Albula vulpes,Albula vulpes,accepted,Albula vulpes,species,Teleostei,Albuliformes,Albulidae,Albula,TRUE,TRUE,FALSE,212256,54909,California Current
Isistius brasiliensis,Isistius brasiliensis,accepted,Isistius brasiliensis,species,Elasmobranchii,Squaliformes,Dalatiidae,Isistius,TRUE,FALSE,FALSE,215612,862898,California Current
Gyrinomimus grahami,Gyrinomimus grahami,accepted,Gyrinomimus grahami,species,Teleostei,Beryciformes,Cetomimidae,Gyrinomimus,TRUE,FALSE,FALSE,221398,114860,California Current
Pallasina barbata,Pallasina barbata,accepted,Pallasina barbata,species,Teleostei,Perciformes,Agonidae,Pallasina,TRUE,FALSE,FALSE,254396,740932,California Current
Podothecus accipenserinus,Podothecus accipenserinus,accepted,Podothecus accipenserinus,species,Teleostei,Perciformes,Agonidae,Podothecus,TRUE,FALSE,FALSE,254501,320612,California Current
Bryozoichthys marjorius,Bryozoichthys marjorius,accepted,Bryozoichthys marjorius,species,Teleostei,Perciformes,Stichaeidae,Bryozoichthys,TRUE,FALSE,FALSE,254575,1311538,California Current
Lycodes palearis,Lycodes palearis,accepted,Lycodes palearis,species,Teleostei,Perciformes,Zoarcidae,Lycodes,TRUE,FALSE,FALSE,254585,215425,California Current
Gigantactis microdontis,Gigantactis microdontis,accepted,Gigantactis microdontis,species,Teleostei,Lophiiformes,Gigantactinidae,Gigantactis,TRUE,FALSE,FALSE,272567,3119957,California Current
Pseudupeneus grandisquamis,Pseudupeneus grandisquamis,accepted,Pseudupeneus grandisquamis,species,Teleostei,Mulliformes,Mullidae,Pseudupeneus,TRUE,FALSE,FALSE,273662,319454,California Current
Umbrina xanti,Umbrina xanti,accepted,Umbrina xanti,species,Teleostei,Eupercaria incertae sedis,Sciaenidae,Umbrina,TRUE,FALSE,FALSE,273805,1642202,California Current
Saccopharynx lavenbergi,Saccopharynx lavenbergi,accepted,Saccopharynx lavenbergi,species,Teleostei,Anguilliformes,Saccopharyngidae,Saccopharynx,TRUE,FALSE,FALSE,274336,136490,California Current
Sebastes melanosema,Sebastes melanosema,accepted,Sebastes melanosema,species,Teleostei,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274818,394694,California Current
Hippocampus ingens,Hippocampus ingens,accepted,Hippocampus ingens,species,Teleostei,Syngnathiformes,Syngnathidae,Hippocampus,TRUE,FALSE,FALSE,275197,109285,California Current
Anchoa ischana,Anchoa ischana,accepted,Anchoa ischana,species,Teleostei,Clupeiformes,Engraulidae,Anchoa,TRUE,FALSE,FALSE,275520,1249487,California Current
Halichoeres notospilus,Halichoeres notospilus,accepted,Halichoeres notospilus,species,Teleostei,Eupercaria incertae sedis,Labridae,Halichoeres,TRUE,FALSE,FALSE,275781,241298,California Current
Hippoglossina tetrophthalma,Hippoglossina tetrophthalma,accepted,Hippoglossina tetrophthalma,species,Teleostei,Pleuronectiformes,Paralichthyidae,Hippoglossina,TRUE,FALSE,FALSE,275828,2048742,California Current
Astroscopus zephyreus,Astroscopus zephyreus,accepted,Astroscopus zephyreus,species,Teleostei,Perciformes,Uranoscopidae,Astroscopus,TRUE,FALSE,FALSE,275976,2838353,California Current
Eucinostomus gracilis,Eucinostomus gracilis,accepted,Eucinostomus gracilis,species,Teleostei,Eupercaria incertae sedis,Gerreidae,Eucinostomus,TRUE,TRUE,TRUE,276419,1868326,California Current
Cherublemma emmelas,Cherublemma emmelas,accepted,Cherublemma emmelas,species,Teleostei,Ophidiiformes,Ophidiidae,Cherublemma,TRUE,FALSE,FALSE,280144,2048773,California Current
Nematistius pectoralis,Nematistius pectoralis,accepted,Nematistius pectoralis,species,Teleostei,Carangiformes,Nematistiidae,Nematistius,TRUE,FALSE,FALSE,281664,173244,California Current
Ameiurus catus,Ameiurus catus,accepted,Ameiurus catus,species,Teleostei,Siluriformes,Ictaluridae,Ameiurus,FALSE,TRUE,TRUE,1023048,66911,California Current
Mobula mobular,Mobula mobular,accepted,Mobula mobular,species,Elasmobranchii,Myliobatiformes,Mobulidae,Mobula,TRUE,FALSE,FALSE,105858,1579277,California Current
Dolopichthys longicornis,Dolopichthys longicornis,accepted,Dolopichthys longicornis,species,Teleostei,Lophiiformes,Oneirodidae,Dolopichthys,TRUE,FALSE,FALSE,126565,2995742,California Current
Loweina rara,Loweina rara,accepted,Loweina rara,species,Teleostei,Myctophiformes,Myctophidae,Loweina,TRUE,FALSE,FALSE,126625,1519984,California Current
Bajacalifornia megalops,Bajacalifornia megalops,accepted,Bajacalifornia megalops,species,Teleostei,Alepocephaliformes,Alepocephalidae,Bajacalifornia,TRUE,FALSE,FALSE,126687,492034,California Current
Dolichopteryx longipes,Dolichopteryx longipes,accepted,Dolichopteryx longipes,species,Teleostei,Argentiniformes,Opisthoproctidae,Dolichopteryx,TRUE,FALSE,FALSE,126731,1311437,California Current
Maulisia mauli,Maulisia mauli,accepted,Maulisia mauli,species,Teleostei,Alepocephaliformes,Platytroctidae,Maulisia,TRUE,FALSE,FALSE,126742,443640,California Current
Ammodytes tobianus,Ammodytes tobianus,accepted,Ammodytes tobianus,species,Teleostei,Perciformes,Ammodytidae,Ammodytes,TRUE,TRUE,FALSE,126752,84621,California Current
Echeneis naucrates,Echeneis naucrates,accepted,Echeneis naucrates,species,Teleostei,Carangiformes,Echeneidae,Echeneis,TRUE,TRUE,FALSE,126848,173247,California Current
Psenes pellucidus,Psenes pellucidus,accepted,Psenes pellucidus,species,Teleostei,Scombriformes,Nomeidae,Psenes,TRUE,FALSE,FALSE,126993,316144,California Current
Gonostoma atlanticum,Gonostoma atlanticum,accepted,Gonostoma atlanticum,species,Teleostei,Stomiiformes,Gonostomatidae,Gonostoma,TRUE,FALSE,FALSE,127293,48456,California Current
Neonesthes capensis,Neonesthes capensis,accepted,Neonesthes capensis,species,Teleostei,Stomiiformes,Stomiidae,Neonesthes,TRUE,FALSE,FALSE,127366,882844,California Current
Lagocephalus lagocephalus,Lagocephalus lagocephalus,accepted,Lagocephalus lagocephalus,species,Teleostei,Tetraodontiformes,Tetraodontidae,Lagocephalus,TRUE,FALSE,FALSE,127414,546522,California Current
Oxyporhamphus micropterus,Oxyporhamphus micropterus,accepted,Oxyporhamphus micropterus,species,Teleostei,Beloniformes,Hemiramphidae,Oxyporhamphus,TRUE,FALSE,FALSE,217871,293902,California Current
Bathyagonus infraspinatus,Bathyagonus infraspinatus,accepted,Bathyagonus infraspinatus,species,Teleostei,Perciformes,Agonidae,Bathyagonus,TRUE,FALSE,FALSE,254504,557335,California Current
Lampanyctus parvicauda,Lampanyctus parvicauda,accepted,Lampanyctus parvicauda,species,Teleostei,Myctophiformes,Myctophidae,Lampanyctus,TRUE,FALSE,FALSE,272715,1519981,California Current
Caranx caninus,Caranx caninus,accepted,Caranx caninus,species,Teleostei,Carangiformes,Carangidae,Caranx,TRUE,TRUE,FALSE,273272,173306,California Current
Sphyraena ensis,Sphyraena ensis,accepted,Sphyraena ensis,species,Teleostei,Carangaria incertae sedis,Sphyraenidae,Sphyraena,TRUE,FALSE,FALSE,273979,740708,California Current
Scorpaenodes xyris,Scorpaenodes xyris,accepted,Scorpaenodes xyris,species,Teleostei,Perciformes,Scorpaenidae,Scorpaenodes,TRUE,FALSE,FALSE,274756,320400,California Current
Poromitra oscitans,Poromitra oscitans,accepted,Poromitra oscitans,species,Teleostei,Beryciformes,Melamphaidae,Poromitra,TRUE,FALSE,FALSE,274939,143334,California Current
Syngnathus exilis,Syngnathus exilis,accepted,Syngnathus exilis,species,Teleostei,Syngnathiformes,Syngnathidae,Syngnathus,TRUE,FALSE,FALSE,275223,350043,California Current
Gobiesox papillifer,Gobiesox papillifer,accepted,Gobiesox papillifer,species,Teleostei,Gobiesociformes,Gobiesocidae,Gobiesox,TRUE,FALSE,FALSE,275676,NA,California Current
Syacium ovale,Syacium ovale,accepted,Syacium ovale,species,Teleostei,Pleuronectiformes,Paralichthyidae,Syacium,TRUE,FALSE,FALSE,275843,3049883,California Current
Hypsoblennius gentilis,Hypsoblennius gentilis,accepted,Hypsoblennius gentilis,species,Teleostei,Blenniiformes,Blenniidae,Hypsoblennius,TRUE,TRUE,FALSE,276323,57811,California Current
Lophiodes caulinaris,Lophiodes caulinaris,accepted,Lophiodes caulinaris,species,Teleostei,Lophiiformes,Lophiidae,Lophiodes,TRUE,FALSE,FALSE,278525,314249,California Current
Eptatretus mcconnaugheyi,Eptatretus mcconnaugheyi,accepted,Eptatretus mcconnaugheyi,species,Myxini,Myxiniformes,Myxinidae,Eptatretus,TRUE,FALSE,FALSE,279287,NA,California Current
Radulinus vinculus,Radulinus vinculus,accepted,Radulinus vinculus,species,Teleostei,Perciformes,Cottidae,Radulinus,TRUE,FALSE,FALSE,282544,NA,California Current
Trichodon trichodon,Trichodon trichodon,accepted,Trichodon trichodon,species,Teleostei,Perciformes,Trichodontidae,Trichodon,TRUE,FALSE,FALSE,283043,209541,California Current
Diplodus lineatus,Diplodus lineatus,accepted,Diplodus lineatus,species,Teleostei,Eupercaria incertae sedis,Sparidae,Diplodus,TRUE,FALSE,FALSE,998232,NA,California Current
Chaenophryne draco,Chaenophryne draco,accepted,Chaenophryne draco,species,Teleostei,Lophiiformes,Oneirodidae,Chaenophryne,TRUE,FALSE,FALSE,126559,443685,California Current
Conocara salmoneum,Conocara salmoneum,accepted,Conocara salmoneum,species,Teleostei,Alepocephaliformes,Alepocephalidae,Conocara,TRUE,FALSE,FALSE,126698,1126216,California Current
Kyphosus vaigiensis,Kyphosus vaigiensis,accepted,Kyphosus vaigiensis,species,Teleostei,Centrarchiformes,Kyphosidae,Kyphosus,TRUE,FALSE,FALSE,218706,163143,California Current
Monognathus rajui,Monognathus rajui,accepted,Monognathus rajui,species,Teleostei,Anguilliformes,Monognathidae,Monognathus,TRUE,FALSE,FALSE,221438,NA,California Current
Mycteroperca xenarcha,Mycteroperca xenarcha,accepted,Mycteroperca xenarcha,species,Teleostei,Perciformes,Epinephelidae,Mycteroperca,TRUE,TRUE,FALSE,273886,320403,California Current
Liparis cyclopus,Liparis cyclopus,accepted,Liparis cyclopus,species,Teleostei,Perciformes,Liparidae,Liparis,TRUE,FALSE,FALSE,274509,1772089,California Current
Psychrolutes sigalutes,Psychrolutes sigalutes,accepted,Psychrolutes sigalutes,species,Teleostei,Perciformes,Psychrolutidae,Psychrolutes,TRUE,FALSE,FALSE,274679,557364,California Current
Sebastes lentiginosus,Sebastes lentiginosus,accepted,Sebastes lentiginosus,species,Teleostei,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274811,72082,California Current
Syngnathus auliscus,Syngnathus auliscus,accepted,Syngnathus auliscus,species,Teleostei,Syngnathiformes,Syngnathidae,Syngnathus,TRUE,TRUE,FALSE,275217,362380,California Current
Polydactylus approximans,Polydactylus approximans,accepted,Polydactylus approximans,species,Teleostei,Carangaria incertae sedis,Polynemidae,Polydactylus,TRUE,TRUE,FALSE,276587,320382,California Current
Agonopsis sterletus,Agonopsis sterletus,accepted,Agonopsis sterletus,species,Teleostei,Perciformes,Agonidae,Agonopsis,TRUE,FALSE,FALSE,279521,740689,California Current
Chaenomugil proboscideus,Chaenomugil proboscideus,accepted,Chaenomugil proboscideus,species,Teleostei,Mugiliformes,Mugilidae,Chaenomugil,TRUE,FALSE,FALSE,280101,1040949,California Current
Malacoctenus hubbsi,Malacoctenus hubbsi,accepted,Malacoctenus hubbsi,species,Teleostei,Blenniiformes,Labrisomidae,Malacoctenus,TRUE,FALSE,FALSE,281499,57822,California Current
Rimicola eigenmanni,Rimicola eigenmanni,accepted,Rimicola eigenmanni,species,Teleostei,Gobiesociformes,Gobiesocidae,Rimicola,TRUE,FALSE,FALSE,282616,NA,California Current
Harriotta raleighana,Harriotta raleighana,accepted,Harriotta raleighana,species,Holocephali,Chimaeriformes,Rhinochimaeridae,Harriotta,TRUE,FALSE,FALSE,105829,765186,California Current
Hirundichthys rondeletii,Hirundichthys rondeletii,accepted,Hirundichthys rondeletii,species,Teleostei,Beloniformes,Exocoetidae,Hirundichthys,TRUE,FALSE,FALSE,126386,454056,California Current
Taaningichthys paurolychnus,Taaningichthys paurolychnus,accepted,Taaningichthys paurolychnus,species,Teleostei,Myctophiformes,Myctophidae,Taaningichthys,TRUE,FALSE,FALSE,126633,2420062,California Current
Gempylus serpens,Gempylus serpens,accepted,Gempylus serpens,species,Teleostei,Scombriformes,Gempylidae,Gempylus,TRUE,FALSE,FALSE,126862,13543,California Current
Auxis rochei,Auxis rochei,accepted,Auxis rochei,species,Teleostei,Scombriformes,Scombridae,Auxis,TRUE,TRUE,FALSE,127015,217026,California Current
Pachystomias microdon,Pachystomias microdon,accepted,Pachystomias microdon,species,Teleostei,Stomiiformes,Stomiidae,Pachystomias,TRUE,FALSE,FALSE,127367,436884,California Current
Anguilla rostrata,Anguilla rostrata,accepted,Anguilla rostrata,species,Teleostei,Anguilliformes,Anguillidae,Anguilla,TRUE,TRUE,TRUE,158562,7938,California Current
Pegasus volitans,Pegasus volitans,accepted,Pegasus volitans,species,Teleostei,Dactylopteriformes,Pegasidae,Pegasus,TRUE,TRUE,FALSE,218163,215342,California Current
Liparis dennyi,Liparis dennyi,accepted,Liparis dennyi,species,Teleostei,Perciformes,Liparidae,Liparis,TRUE,FALSE,FALSE,254550,433403,California Current
Oneirodes acanthias,Oneirodes acanthias,accepted,Oneirodes acanthias,species,Teleostei,Lophiiformes,Oneirodidae,Oneirodes,TRUE,FALSE,FALSE,272620,242955,California Current
Ophidion galeoides,Ophidion galeoides,accepted,Ophidion galeoides,species,Teleostei,Ophidiiformes,Ophidiidae,Ophidion,TRUE,FALSE,FALSE,272821,NA,California Current
Bajacalifornia erimoensis,Bajacalifornia erimoensis,accepted,Bajacalifornia erimoensis,species,Teleostei,Alepocephaliformes,Alepocephalidae,Bajacalifornia,TRUE,FALSE,FALSE,272858,NA,California Current
Synchiropus atrilabiatus,Synchiropus atrilabiatus,accepted,Synchiropus atrilabiatus,species,Teleostei,Callionymiformes,Callionymidae,Synchiropus,TRUE,FALSE,FALSE,273238,875780,California Current
Symphurus fasciolaris,Symphurus fasciolaris,accepted,Symphurus fasciolaris,species,Teleostei,Pleuronectiformes,Cynoglossidae,Symphurus,TRUE,TRUE,FALSE,274242,2039247,California Current
Citharichthys fragilis,Citharichthys fragilis,accepted,Citharichthys fragilis,species,Teleostei,Pleuronectiformes,Paralichthyidae,Citharichthys,TRUE,FALSE,FALSE,275687,NA,California Current
Prionotus ruscarius,Prionotus ruscarius,accepted,Prionotus ruscarius,species,Teleostei,Perciformes,Triglidae,Prionotus,TRUE,FALSE,FALSE,276290,1897800,California Current
Lutjanus novemfasciatus,Lutjanus novemfasciatus,accepted,Lutjanus novemfasciatus,species,Teleostei,Eupercaria incertae sedis,Lutjanidae,Lutjanus,TRUE,TRUE,FALSE,276544,320609,California Current
Echidna nocturna,Echidna nocturna,accepted,Echidna nocturna,species,Teleostei,Anguilliformes,Muraenidae,Echidna,TRUE,FALSE,FALSE,278678,NA,California Current
Notarius planiceps,Notarius planiceps,accepted,Notarius planiceps,species,Teleostei,Siluriformes,Ariidae,Notarius,TRUE,TRUE,FALSE,281772,287705,California Current
Protemblemaria bicirrus,Protemblemaria bicirrus,accepted,Protemblemaria bicirrus,species,Teleostei,Blenniiformes,Chaenopsidae,Protemblemaria,TRUE,FALSE,FALSE,282377,642460,California Current
Ptilichthys goodei,Ptilichthys goodei,accepted,Ptilichthys goodei,species,Teleostei,Perciformes,Ptilichthyidae,Ptilichthys,TRUE,FALSE,FALSE,282508,641289,California Current
Tomicodon petersii,Tomicodon petersii,accepted,Tomicodon petersii,species,Teleostei,Gobiesociformes,Gobiesocidae,Tomicodon,TRUE,FALSE,FALSE,282998,2813332,California Current
Lycodes beringi,Lycodes beringi,accepted,Lycodes beringi,species,Teleostei,Perciformes,Zoarcidae,Lycodes,TRUE,FALSE,FALSE,398582,215428,California Current
Hydrolagus melanophasma,Hydrolagus melanophasma,accepted,Hydrolagus melanophasma,species,Holocephali,Chimaeriformes,Chimaeridae,Hydrolagus,TRUE,FALSE,FALSE,474893,1111163,California Current
Howella brodiei,Howella brodiei,accepted,Howella brodiei,species,Teleostei,Acropomatiformes,Howellidae,Howella,TRUE,FALSE,FALSE,126994,390340,California Current
Howella sherborni,Howella sherborni,accepted,Howella sherborni,species,Teleostei,Acropomatiformes,Howellidae,Howella,TRUE,FALSE,FALSE,126995,2036876,California Current
Auxis thazard,Auxis thazard,accepted,Auxis thazard,species,Teleostei,Scombriformes,Scombridae,Auxis,TRUE,FALSE,FALSE,127016,13353,California Current
Thunnus alalunga,Thunnus alalunga,accepted,Thunnus alalunga,species,Teleostei,Scombriformes,Scombridae,Thunnus,TRUE,FALSE,FALSE,127026,NA,California Current
Xiphias gladius,Xiphias gladius,accepted,Xiphias gladius,species,Teleostei,Carangiformes,Xiphiidae,Xiphias,TRUE,FALSE,FALSE,127094,8245,California Current
Gigantactis macronema,Gigantactis macronema,accepted,Gigantactis macronema,species,Teleostei,Lophiiformes,Gigantactinidae,Gigantactis,TRUE,FALSE,FALSE,159156,NA,California Current
Abudefduf saxatilis,Abudefduf saxatilis,accepted,Abudefduf saxatilis,species,Teleostei,Ovalentaria incertae sedis,Pomacentridae,Abudefduf,TRUE,FALSE,FALSE,159288,50731,California Current
Cubiceps capensis,Cubiceps capensis,accepted,Cubiceps capensis,species,Teleostei,Scombriformes,Nomeidae,Cubiceps,TRUE,FALSE,FALSE,159423,1003719,California Current
Abudefduf troschelii,Abudefduf troschelii,accepted,Abudefduf troschelii,species,Teleostei,Ovalentaria incertae sedis,Pomacentridae,Abudefduf,TRUE,FALSE,FALSE,273702,36217,California Current
Umbrina roncador,Umbrina roncador,accepted,Umbrina roncador,species,Teleostei,Eupercaria incertae sedis,Sciaenidae,Umbrina,TRUE,FALSE,FALSE,273802,320399,California Current
